year,lane_id,lane_type,truck_class,road_km,drive_time_hr,relay_flag,annual_flow,transport_cost_eur,co2_kg
2028,CAND_DE_koeln__METRO_DE_erfurt,DC_HUB_DIRECT,M,343.18,3.432,False,618.0,26510.66,14492.5
2028,CAND_DE_koeln__METRO_DE_hagen,DC_HUB_DIRECT,M,71.84,0.718,False,618.0,5549.64,3033.8
2028,CAND_DE_koeln__METRO_DE_kassel,DC_HUB_DIRECT,M,219.58,2.196,False,618.0,16962.56,9272.9
2028,CAND_DE_koeln__METRO_DE_hamm,DC_HUB_DIRECT,M,123.34,1.233,False,618.0,9528.02,5208.6
2028,CAND_DE_koeln__METRO_DE_mainz,DC_HUB_DIRECT,M,169.66,1.697,False,618.0,13106.24,7164.7
2028,CAND_DE_koeln__METRO_DE_saarbruecken,DC_HUB_DIRECT,M,226.99,2.27,False,618.0,17534.98,9585.8
2028,CAND_DE_koeln__METRO_DE_herne,DC_HUB_DIRECT,M,84.01,0.84,False,618.0,6489.77,3547.7
2028,CAND_DE_koeln__METRO_DE_muelheim,DC_HUB_DIRECT,M,66.83,0.668,False,618.0,5162.62,2822.2
2028,CAND_DE_koeln__METRO_DE_osnabrueck,DC_HUB_DIRECT,M,200.6,2.006,False,618.0,15496.35,8471.3
2028,CAND_DE_koeln__METRO_DE_solingen,DC_HUB_DIRECT,M,33.97,0.34,False,618.0,2624.18,1434.6
2028,CAND_DE_koeln__METRO_NL_amsterdam,DC_HUB_DIRECT,M,256.97,2.57,False,618.0,19850.93,10851.8
2028,CAND_DE_koeln__METRO_NL_rotterdam,DC_HUB_DIRECT,M,244.27,2.443,False,618.0,18869.86,10315.5
2028,CAND_DE_koeln__METRO_NL_the_hague,DC_HUB_DIRECT,M,267.87,2.679,False,618.0,20692.96,11312.2
2028,CAND_DE_koeln__METRO_NL_utrecht,DC_HUB_DIRECT,M,216.53,2.165,False,618.0,16726.94,9144.1
2028,CAND_DE_koeln__METRO_NL_eindhoven,DC_HUB_DIRECT,M,140.52,1.405,False,618.0,10855.17,5934.2
2028,CAND_DE_koeln__METRO_NL_tilburg,DC_HUB_DIRECT,M,176.05,1.761,False,618.0,13599.86,7434.6
2028,CAND_DE_koeln__METRO_NL_groningen,DC_HUB_DIRECT,M,306.63,3.066,False,618.0,23687.17,12949.0
2028,CAND_DE_koeln__METRO_NL_almere_stad,DC_HUB_DIRECT,M,239.61,2.396,False,618.0,18509.87,10118.7
2028,CAND_DE_koeln__METRO_NL_breda,DC_HUB_DIRECT,M,201.37,2.014,False,618.0,15555.83,8503.9
2028,CAND_DE_koeln__METRO_LU_luxembourg,DC_HUB_DIRECT,M,189.7,1.897,False,618.0,14654.32,8011.0
2028,CAND_PL_lodz__METRO_PL_warsaw,DC_HUB_DIRECT,M,140.41,1.404,False,253.0,4528.22,2475.4
2028,CAND_PL_lodz__METRO_PL_krakow,DC_HUB_DIRECT,M,231.36,2.314,False,253.0,7461.36,4078.9
2028,CAND_PL_lodz__METRO_PL_wroclaw,DC_HUB_DIRECT,M,221.85,2.218,False,253.0,7154.66,3911.2
2028,CAND_PL_lodz__METRO_PL_poznan,DC_HUB_DIRECT,M,225.18,2.252,False,253.0,7262.05,3969.9
2028,CAND_PL_lodz__METRO_PL_gdansk,DC_HUB_DIRECT,M,350.79,3.508,False,253.0,11312.98,6184.4
2028,CAND_PL_lodz__METRO_PL_bydgoszcz,DC_HUB_DIRECT,M,216.34,2.163,False,253.0,6976.96,3814.1
2028,CAND_PL_lodz__METRO_PL_lublin,DC_HUB_DIRECT,M,266.05,2.66,False,253.0,8580.11,4690.5
2028,CAND_PL_lodz__METRO_PL_katowice,DC_HUB_DIRECT,M,205.23,2.052,False,253.0,6618.67,3618.2
2028,CAND_PL_lodz__METRO_PL_bialystok,DC_HUB_DIRECT,M,350.82,3.508,False,253.0,11313.94,6185.0
2028,CAND_PL_lodz__METRO_PL_gdynia,DC_HUB_DIRECT,M,374.38,3.744,False,253.0,12073.76,6600.3
2028,CAND_PL_lodz__METRO_PL_czestochowa,DC_HUB_DIRECT,M,133.22,1.332,False,253.0,4296.34,2348.7
2028,CAND_PL_lodz__METRO_PL_sosnowiec,DC_HUB_DIRECT,M,200.41,2.004,False,253.0,6463.22,3533.2
2028,CAND_PL_lodz__METRO_PL_radom,DC_HUB_DIRECT,M,147.15,1.472,False,253.0,4745.59,2594.3
2028,CAND_PL_lodz__METRO_PL_mokotow,DC_HUB_DIRECT,M,140.14,1.401,False,253.0,4519.51,2470.7
2028,CAND_PL_lodz__METRO_PL_torun,DC_HUB_DIRECT,M,180.55,1.805,False,253.0,5822.74,3183.1
2028,CAND_PL_lodz__METRO_PL_kielce,DC_HUB_DIRECT,M,153.9,1.539,False,253.0,4963.28,2713.3
2028,CAND_PL_lodz__METRO_PL_gliwice,DC_HUB_DIRECT,M,207.62,2.076,False,253.0,6695.74,3660.3
2028,CAND_PL_lodz__METRO_PL_zabrze,DC_HUB_DIRECT,M,201.35,2.014,False,253.0,6493.54,3549.8
2028,CAND_PL_lodz__METRO_PL_bytom,DC_HUB_DIRECT,M,195.17,1.952,False,253.0,6294.23,3440.8
2028,CAND_PL_lodz__METRO_PL_praga_poludnie,DC_HUB_DIRECT,M,146.67,1.467,False,253.0,4730.11,2585.8
2028,CAND_PL_lodz__METRO_PL_bielsko_biala,DC_HUB_DIRECT,M,262.44,2.624,False,253.0,8463.69,4626.8
2028,CAND_PL_lodz__METRO_PL_olsztyn,DC_HUB_DIRECT,M,280.47,2.805,False,253.0,9045.16,4944.7
2028,CAND_DE_koeln__METRO_DE_berlin,DC_HUB_VIA_RELAY,L,574.35,5.743,True,618.0,68031.76,36678.0
2028,CAND_DE_koeln__METRO_DE_hamburg,DC_HUB_VIA_RELAY,L,432.31,4.323,True,618.0,51207.12,27607.3
2028,CAND_DE_koeln__METRO_DE_munich,DC_HUB_VIA_RELAY,L,547.18,5.472,True,618.0,64813.47,34942.9
2028,CAND_DE_koeln__METRO_DE_leipzig,DC_HUB_VIA_RELAY,L,457.02,4.57,True,618.0,54134.02,29185.3
2028,CAND_DE_koeln__METRO_DE_dresden,DC_HUB_VIA_RELAY,L,570.14,5.701,True,618.0,67533.08,36409.1
2028,CAND_DE_koeln__METRO_DE_nuernberg,DC_HUB_VIA_RELAY,L,403.98,4.04,True,618.0,47851.43,25798.2
2028,CAND_DE_koeln__METRO_DE_wandsbek,DC_HUB_VIA_RELAY,L,436.38,4.364,True,618.0,51689.21,27867.2
2028,CAND_DE_koeln__METRO_DE_marienthal,DC_HUB_VIA_RELAY,L,434.64,4.346,True,618.0,51483.11,27756.1
2028,CAND_DE_koeln__METRO_DE_hamburg_nord,DC_HUB_VIA_RELAY,L,432.36,4.324,True,618.0,51213.04,27610.5
2028,CAND_DE_koeln__METRO_DE_augsburg,DC_HUB_VIA_RELAY,L,482.78,4.828,True,618.0,57185.29,30830.3
2028,CAND_DE_koeln__METRO_DE_eimsbuettel,DC_HUB_VIA_RELAY,L,429.45,4.294,True,618.0,50868.35,27424.7
2028,CAND_DE_koeln__METRO_DE_altona,DC_HUB_VIA_RELAY,L,425.74,4.257,True,618.0,50428.9,27187.8
2028,CAND_DE_koeln__METRO_DE_chemnitz,DC_HUB_VIA_RELAY,L,503.37,5.034,True,618.0,59624.18,32145.2
2028,CAND_DE_koeln__METRO_DE_halle_saale,DC_HUB_VIA_RELAY,L,426.68,4.267,True,618.0,50540.25,27247.8
2028,CAND_DE_koeln__METRO_DE_hamburg_mitte,DC_HUB_VIA_RELAY,L,429.67,4.297,True,618.0,50894.41,27438.7
2028,CAND_DE_koeln__METRO_DE_kiel,DC_HUB_VIA_RELAY,L,520.37,5.204,True,618.0,61637.83,33230.8
2028,CAND_DE_koeln__METRO_DE_magdeburg,DC_HUB_VIA_RELAY,L,419.74,4.197,True,618.0,49718.2,26804.6
2028,CAND_DE_koeln__METRO_DE_neue_neustadt,DC_HUB_VIA_RELAY,L,421.11,4.211,True,618.0,49880.48,26892.1
2028,CAND_DE_koeln__METRO_DE_luebeck,DC_HUB_VIA_RELAY,L,495.85,4.958,True,618.0,58733.43,31665.0
2028,CAND_DE_koeln__METRO_DE_harburg,DC_HUB_VIA_RELAY,L,418.6,4.186,True,618.0,49583.17,26731.8
2028,CAND_DE_koeln__METRO_DE_rostock,DC_HUB_VIA_RELAY,L,595.48,5.955,True,618.0,70534.61,38027.4
2028,CAND_DE_koeln__METRO_DE_neukoelln,DC_HUB_VIA_RELAY,L,573.92,5.739,True,618.0,67980.82,36650.5
2028,CAND_DE_koeln__METRO_DK_copenhagen,DC_HUB_VIA_RELAY,L,774.67,7.747,True,618.0,91759.66,49470.4
2028,CAND_DE_koeln__METRO_DK_arhus,DC_HUB_VIA_RELAY,L,743.17,7.432,True,618.0,88028.49,47458.8
2028,CAND_DE_koeln__METRO_PL_wroclaw,DC_HUB_VIA_RELAY,L,846.05,8.46,True,618.0,100214.62,54028.8
2028,CAND_DE_koeln__METRO_PL_poznan,DC_HUB_VIA_RELAY,L,848.21,8.482,True,618.0,100470.47,54166.7
2028,CAND_DE_koeln__METRO_PL_szczecin,DC_HUB_VIA_RELAY,L,705.07,7.051,True,618.0,83515.54,45025.8
2028,CAND_DE_koeln__METRO_PL_bydgoszcz,DC_HUB_VIA_RELAY,L,952.54,9.525,True,618.0,112828.36,60829.2
2028,CAND_DE_koeln__METRO_PL_torun,DC_HUB_VIA_RELAY,L,995.61,9.956,True,618.0,117930.0,63579.7
2028,CAND_DE_koeln__METRO_PL_gliwice,DC_HUB_VIA_RELAY,L,995.41,9.954,True,618.0,117906.31,63566.9
2028,CAND_DE_koeln__METRO_SE_gothenburg,DC_HUB_VIA_RELAY,L,983.94,9.839,True,618.0,116547.69,62834.4
2028,CAND_DE_koeln__METRO_SE_malmo,DC_HUB_VIA_RELAY,L,787.98,7.88,True,618.0,93336.23,50320.4
2028,CAND_PL_lodz__METRO_DE_berlin,DC_HUB_VIA_RELAY,L,506.39,5.064,True,253.0,25040.99,13500.4
2028,CAND_PL_lodz__METRO_DE_hamburg,DC_HUB_VIA_RELAY,L,801.57,8.016,True,253.0,39637.64,21369.9
2028,CAND_PL_lodz__METRO_DE_munich,DC_HUB_VIA_RELAY,L,832.82,8.328,True,253.0,41182.95,22203.0
2028,CAND_PL_lodz__METRO_DE_frankfurt_am_main,DC_HUB_VIA_RELAY,L,932.69,9.327,True,253.0,46121.52,24865.5
2028,CAND_PL_lodz__METRO_DE_stuttgart,DC_HUB_VIA_RELAY,L,963.25,9.632,True,253.0,47632.71,25680.2
2028,CAND_PL_lodz__METRO_DE_leipzig,DC_HUB_VIA_RELAY,L,591.82,5.918,True,253.0,29265.5,15777.9
2028,CAND_PL_lodz__METRO_DE_dresden,DC_HUB_VIA_RELAY,L,486.78,4.868,True,253.0,24071.27,12977.6
2028,CAND_PL_lodz__METRO_DE_dortmund,DC_HUB_VIA_RELAY,L,993.76,9.938,True,253.0,49141.43,26493.6
2028,CAND_PL_lodz__METRO_DE_bremen,DC_HUB_VIA_RELAY,L,884.32,8.843,True,253.0,43729.62,23576.0
2028,CAND_PL_lodz__METRO_DE_hannover,DC_HUB_VIA_RELAY,L,802.32,8.023,True,253.0,39674.72,21389.9
2028,CAND_PL_lodz__METRO_DE_nuernberg,DC_HUB_VIA_RELAY,L,774.63,7.746,True,253.0,38305.45,20651.6
2028,CAND_PL_lodz__METRO_DE_wandsbek,DC_HUB_VIA_RELAY,L,796.62,7.966,True,253.0,39392.86,21237.9
2028,CAND_PL_lodz__METRO_DE_mannheim,DC_HUB_VIA_RELAY,L,978.98,9.79,True,253.0,48410.56,26099.6
2028,CAND_PL_lodz__METRO_DE_bielefeld,DC_HUB_VIA_RELAY,L,900.57,9.006,True,253.0,44533.19,24009.2
2028,CAND_PL_lodz__METRO_DE_marienthal,DC_HUB_VIA_RELAY,L,796.07,7.961,True,253.0,39365.66,21223.2
2028,CAND_PL_lodz__METRO_DE_hamburg_nord,DC_HUB_VIA_RELAY,L,804.43,8.044,True,253.0,39779.06,21446.1
2028,CAND_PL_lodz__METRO_DE_wiesbaden,DC_HUB_VIA_RELAY,L,969.48,9.695,True,253.0,47940.79,25846.3
2028,CAND_PL_lodz__METRO_DE_muenster,DC_HUB_VIA_RELAY,L,975.49,9.755,True,253.0,48237.98,26006.6
2028,CAND_PL_lodz__METRO_DE_augsburg,DC_HUB_VIA_RELAY,L,862.36,8.624,True,253.0,42643.7,22990.5
2028,CAND_PL_lodz__METRO_DE_eimsbuettel,DC_HUB_VIA_RELAY,L,806.04,8.06,True,253.0,39858.68,21489.0
2028,CAND_PL_lodz__METRO_DE_altona,DC_HUB_VIA_RELAY,L,807.1,8.071,True,253.0,39911.1,21517.3
2028,CAND_PL_lodz__METRO_DE_chemnitz,DC_HUB_VIA_RELAY,L,559.84,5.598,True,253.0,27684.09,14925.3
2028,CAND_PL_lodz__METRO_DE_braunschweig,DC_HUB_VIA_RELAY,L,737.2,7.372,True,253.0,36454.54,19653.8
2028,CAND_PL_lodz__METRO_DE_halle_saale,DC_HUB_VIA_RELAY,L,621.72,6.217,True,253.0,30744.05,16575.1
2028,CAND_PL_lodz__METRO_DE_hamburg_mitte,DC_HUB_VIA_RELAY,L,800.67,8.007,True,253.0,39593.13,21345.9
2028,CAND_PL_lodz__METRO_DE_kiel,DC_HUB_VIA_RELAY,L,822.0,8.22,True,253.0,40647.9,21914.5
2028,CAND_PL_lodz__METRO_DE_magdeburg,DC_HUB_VIA_RELAY,L,646.61,6.466,True,253.0,31974.86,17238.6
2028,CAND_PL_lodz__METRO_DE_neue_neustadt,DC_HUB_VIA_RELAY,L,646.34,6.463,True,253.0,31961.51,17231.4
2028,CAND_PL_lodz__METRO_DE_luebeck,DC_HUB_VIA_RELAY,L,761.2,7.612,True,253.0,37641.34,20293.6
2028,CAND_PL_lodz__METRO_DE_erfurt,DC_HUB_VIA_RELAY,L,710.56,7.106,True,253.0,35137.19,18943.5
2028,CAND_PL_lodz__METRO_DE_harburg,DC_HUB_VIA_RELAY,L,800.53,8.005,True,253.0,39586.21,21342.1
2028,CAND_PL_lodz__METRO_DE_hagen,DC_HUB_VIA_RELAY,L,995.89,9.959,True,253.0,49246.76,26550.4
2028,CAND_PL_lodz__METRO_DE_rostock,DC_HUB_VIA_RELAY,L,665.58,6.656,True,253.0,32912.93,17744.4
2028,CAND_PL_lodz__METRO_DE_kassel,DC_HUB_VIA_RELAY,L,829.24,8.292,True,253.0,41005.92,22107.5
2028,CAND_PL_lodz__METRO_DE_hamm,DC_HUB_VIA_RELAY,L,962.21,9.622,True,253.0,47581.28,25652.5
2028,CAND_PL_lodz__METRO_DE_mainz,DC_HUB_VIA_RELAY,L,971.13,9.711,True,253.0,48022.38,25890.3
2028,CAND_PL_lodz__METRO_DE_neukoelln,DC_HUB_VIA_RELAY,L,503.77,5.038,True,253.0,24911.43,13430.5
2028,CAND_PL_lodz__METRO_DE_osnabrueck,DC_HUB_VIA_RELAY,L,939.44,9.394,True,253.0,46455.31,25045.5
2028,CAND_PL_lodz__METRO_DK_copenhagen,DC_HUB_VIA_RELAY,L,753.69,7.537,True,253.0,37269.97,20093.4
2028,CAND_PL_lodz__METRO_DK_arhus,DC_HUB_VIA_RELAY,L,932.09,9.321,True,253.0,46091.85,24849.5
2028,CAND_PL_lodz__METRO_LV_riga,DC_HUB_VIA_RELAY,L,778.43,7.784,True,253.0,38493.36,20752.9
2028,CAND_PL_lodz__METRO_LT_vilnius,DC_HUB_VIA_RELAY,L,605.23,6.052,True,253.0,29928.62,16135.4
2028,CAND_PL_lodz__METRO_LT_kaunas,DC_HUB_VIA_RELAY,L,547.11,5.471,True,253.0,27054.59,14586.0
2028,CAND_PL_lodz__METRO_LT_klaipeda,DC_HUB_VIA_RELAY,L,541.72,5.417,True,253.0,26788.05,14442.3
2028,CAND_PL_lodz__METRO_PL_szczecin,DC_HUB_VIA_RELAY,L,455.94,4.559,True,253.0,22546.23,12155.4
2028,CAND_PL_lodz__METRO_SE_gothenburg,DC_HUB_VIA_RELAY,L,979.54,9.795,True,253.0,48438.25,26114.5
2028,CAND_PL_lodz__METRO_SE_malmo,DC_HUB_VIA_RELAY,L,722.98,7.23,True,253.0,35751.36,19274.6
2028,CAND_PL_lodz__RELAY_LT_LV,DC_RELAY,L,703.81,7.038,True,253.0,34803.4,18763.6
2028,CAND_PL_lodz__RELAY_LV_EE,DC_RELAY,L,931.03,9.31,True,253.0,46039.43,24821.3
2028,RELAY_LT_LV__METRO_LV_riga,RELAY_HUB,M,137.62,1.376,False,0.0,0.0,0.0
2028,RELAY_LT_LV__METRO_LT_vilnius,RELAY_HUB,M,177.7,1.777,False,0.0,0.0,0.0
2028,RELAY_LT_LV__METRO_LT_kaunas,RELAY_HUB,M,162.01,1.62,False,0.0,0.0,0.0
2028,RELAY_LT_LV__METRO_LT_klaipeda,RELAY_HUB,M,279.31,2.793,False,0.0,0.0,0.0
2028,RELAY_LV_EE__METRO_EE_tallinn,RELAY_HUB,M,237.19,2.372,False,0.0,0.0,0.0
2028,RELAY_LV_EE__METRO_FI_helsinki,RELAY_HUB,M,329.29,3.293,False,0.0,0.0,0.0
2028,RELAY_LV_EE__METRO_FI_espoo,RELAY_HUB,M,337.83,3.378,False,0.0,0.0,0.0
2028,RELAY_LV_EE__METRO_FI_vantaa,RELAY_HUB,M,344.55,3.446,False,0.0,0.0,0.0
2028,RELAY_LV_EE__METRO_LV_riga,RELAY_HUB,M,159.29,1.593,False,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_BE_antwerp,HUB_CORRIDOR,M,49.52,0.495,True,0.0,0.0,0.0
2028,METRO_BE_antwerp__METRO_BE_brussels,HUB_CORRIDOR,M,49.52,0.495,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_BE_liege,HUB_CORRIDOR,M,106.89,1.069,True,0.0,0.0,0.0
2028,METRO_BE_liege__METRO_BE_brussels,HUB_CORRIDOR,M,106.89,1.069,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_BE_gent,HUB_CORRIDOR,M,59.44,0.594,True,0.0,0.0,0.0
2028,METRO_BE_gent__METRO_BE_brussels,HUB_CORRIDOR,M,59.44,0.594,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_BE_charleroi,HUB_CORRIDOR,M,59.13,0.591,True,0.0,0.0,0.0
2028,METRO_BE_charleroi__METRO_BE_brussels,HUB_CORRIDOR,M,59.13,0.591,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_duesseldorf,HUB_CORRIDOR,M,209.6,2.096,True,0.0,0.0,0.0
2028,METRO_DE_duesseldorf__METRO_BE_brussels,HUB_CORRIDOR,M,209.6,2.096,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_dortmund,HUB_CORRIDOR,M,275.37,2.754,True,0.0,0.0,0.0
2028,METRO_DE_dortmund__METRO_BE_brussels,HUB_CORRIDOR,M,275.37,2.754,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_essen,HUB_CORRIDOR,M,237.13,2.371,True,0.0,0.0,0.0
2028,METRO_DE_essen__METRO_BE_brussels,HUB_CORRIDOR,M,237.13,2.371,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_duisburg,HUB_CORRIDOR,M,216.68,2.167,True,0.0,0.0,0.0
2028,METRO_DE_duisburg__METRO_BE_brussels,HUB_CORRIDOR,M,216.68,2.167,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_bochum,HUB_CORRIDOR,M,254.28,2.543,True,0.0,0.0,0.0
2028,METRO_DE_bochum__METRO_BE_brussels,HUB_CORRIDOR,M,254.28,2.543,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_bochum_hordel,HUB_CORRIDOR,M,251.92,2.519,True,0.0,0.0,0.0
2028,METRO_DE_bochum_hordel__METRO_BE_brussels,HUB_CORRIDOR,M,251.92,2.519,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_wuppertal,HUB_CORRIDOR,M,240.95,2.41,True,0.0,0.0,0.0
2028,METRO_DE_wuppertal__METRO_BE_brussels,HUB_CORRIDOR,M,240.95,2.41,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_bonn,HUB_CORRIDOR,M,232.18,2.322,True,0.0,0.0,0.0
2028,METRO_DE_bonn__METRO_BE_brussels,HUB_CORRIDOR,M,232.18,2.322,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_wiesbaden,HUB_CORRIDOR,M,346.72,3.467,True,0.0,0.0,0.0
2028,METRO_DE_wiesbaden__METRO_BE_brussels,HUB_CORRIDOR,M,346.72,3.467,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_muenster,HUB_CORRIDOR,M,310.46,3.105,True,0.0,0.0,0.0
2028,METRO_DE_muenster__METRO_BE_brussels,HUB_CORRIDOR,M,310.46,3.105,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_gelsenkirchen,HUB_CORRIDOR,M,245.87,2.459,True,0.0,0.0,0.0
2028,METRO_DE_gelsenkirchen__METRO_BE_brussels,HUB_CORRIDOR,M,245.87,2.459,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_aachen,HUB_CORRIDOR,M,146.57,1.466,True,0.0,0.0,0.0
2028,METRO_DE_aachen__METRO_BE_brussels,HUB_CORRIDOR,M,146.57,1.466,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_moenchengladbach,HUB_CORRIDOR,M,181.27,1.813,True,0.0,0.0,0.0
2028,METRO_DE_moenchengladbach__METRO_BE_brussels,HUB_CORRIDOR,M,181.27,1.813,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_krefeld,HUB_CORRIDOR,M,195.83,1.958,True,0.0,0.0,0.0
2028,METRO_DE_krefeld__METRO_BE_brussels,HUB_CORRIDOR,M,195.83,1.958,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_oberhausen,HUB_CORRIDOR,M,226.38,2.264,True,0.0,0.0,0.0
2028,METRO_DE_oberhausen__METRO_BE_brussels,HUB_CORRIDOR,M,226.38,2.264,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_hagen,HUB_CORRIDOR,M,270.34,2.703,True,0.0,0.0,0.0
2028,METRO_DE_hagen__METRO_BE_brussels,HUB_CORRIDOR,M,270.34,2.703,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_hamm,HUB_CORRIDOR,M,310.28,3.103,True,0.0,0.0,0.0
2028,METRO_DE_hamm__METRO_BE_brussels,HUB_CORRIDOR,M,310.28,3.103,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_mainz,HUB_CORRIDOR,M,353.54,3.535,True,0.0,0.0,0.0
2028,METRO_DE_mainz__METRO_BE_brussels,HUB_CORRIDOR,M,353.54,3.535,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_saarbruecken,HUB_CORRIDOR,M,313.97,3.14,True,0.0,0.0,0.0
2028,METRO_DE_saarbruecken__METRO_BE_brussels,HUB_CORRIDOR,M,313.97,3.14,True,0.0,0.0,0.0
2028,METRO_BE_brussels__METRO_DE_herne,HUB_CORRIDOR,M,257.49,2.575,True,0.0,0.0,0.0
2028,METRO_DE_herne__METRO_BE_brussels,HUB_CORRIDOR,M,257.49,2.575,True,0.0,0.0,0.0
