year,node_id,node_type,service_class,pop_bracket,country,assigned_dc_id,route_id,service_mode,route_backed,n_relay_hubs,n_consol_hubs,route_drive_hr,total_hub_dwell_hr,travel_elapsed_hr,last_mile_hr,otd_hours,otd_bucket,purchase_prob,annual_potential_units,annual_realized_units
2032,METRO_BE_brussels,metro,METRO_1M+,1M+,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_brussels__DIRECT,DIRECT,True,0,1,2.192,2.0,4.192,4.0,8.192,0,1.0,1521.1526428447025,1521.1526428447025
2032,METRO_BE_antwerp,metro,METRO_1M+,1M+,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_antwerp__DIRECT,DIRECT,True,0,1,2.169,2.0,4.169,4.0,8.169,0,1.0,753.1825140203193,753.1825140203193
2032,METRO_BE_liege,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_liege__DIRECT,DIRECT,True,0,1,1.233,2.0,3.233,2.0,5.2330000000000005,0,1.0,486.0196065602322,486.0196065602322
2032,METRO_BE_gent,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_gent__DIRECT,DIRECT,True,0,1,2.72,2.0,4.72,2.0,6.72,0,1.0,340.1151404934688,340.1151404934688
2032,METRO_BE_charleroi,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_charleroi__DIRECT,DIRECT,True,0,1,2.23,2.0,4.23,2.0,6.23,0,1.0,295.7522960812772,295.7522960812772
2032,METRO_DE_berlin,metro,METRO_1M+,1M+,DE,CAND_PL_lodz,CAND_PL_lodz__METRO_DE_berlin__VIA_RELAY,VIA_RELAY,True,1,1,5.103,3.0,8.103,4.0,12.103,0,1.0,2384.2823740240833,2384.2823740240833
2032,METRO_DE_hamburg,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_hamburg__VIA_RELAY,VIA_RELAY,True,1,1,5.239,3.0,8.239,4.0,12.239,0,1.0,1186.4778084514144,1186.4778084514144
2032,METRO_DE_munich,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_munich__VIA_RELAY,VIA_RELAY,True,1,1,5.472,3.0,8.472,4.0,12.472,0,1.0,1075.0980300924111,1075.0980300924111
2032,METRO_DE_koeln,metro,METRO_UNKNOWN,,DE,CAND_DE_koeln,SELF::CAND_DE_koeln,DC_LOCAL,True,0,1,0.0,0.0,0.0,1.0,1.0,0,1.0,648.4568451918232,648.4568451918232
2032,METRO_DE_frankfurt_am_main,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_frankfurt_am_main__DIRECT,DIRECT,True,0,1,1.832,2.0,3.832,2.0,5.832,0,1.0,493.65783120134415,493.65783120134415
