year,node_id,node_type,service_class,pop_bracket,country,assigned_dc_id,route_id,service_mode,route_backed,n_relay_hubs,n_consol_hubs,route_drive_hr,total_hub_dwell_hr,travel_elapsed_hr,last_mile_hr,otd_hours,otd_bucket,purchase_prob,annual_potential_units,annual_realized_units
2034,METRO_BE_brussels,metro,METRO_1M+,1M+,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_brussels__DIRECT,DIRECT,True,0,1,2.192,2.0,4.192,4.0,8.192,0,1.0,1743.965901563288,1743.965901563288
2034,METRO_BE_antwerp,metro,METRO_1M+,1M+,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_antwerp__DIRECT,DIRECT,True,0,1,2.169,2.0,4.169,4.0,8.169,0,1.0,863.6409641956632,863.6409641956632
2034,METRO_BE_liege,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_liege__DIRECT,DIRECT,True,0,1,1.233,2.0,3.233,2.0,5.2330000000000005,0,1.0,556.4595757942512,556.4595757942512
2034,METRO_BE_gent,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_gent__DIRECT,DIRECT,True,0,1,2.72,2.0,4.72,2.0,6.72,0,1.0,389.61984407463444,389.61984407463444
2034,METRO_BE_charleroi,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_charleroi__DIRECT,DIRECT,True,0,1,2.23,2.0,4.23,2.0,6.23,0,1.0,338.58651437216344,338.58651437216344
2034,METRO_DE_berlin,metro,METRO_1M+,1M+,DE,CAND_PL_lodz,CAND_PL_lodz__METRO_DE_berlin__VIA_RELAY,VIA_RELAY,True,1,1,5.103,3.0,8.103,4.0,12.103,0,1.0,2678.068600029135,2678.068600029135
2034,METRO_DE_hamburg,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_hamburg__VIA_RELAY,VIA_RELAY,True,1,1,5.239,3.0,8.239,4.0,12.239,0,1.0,1332.0915020538976,1332.0915020538976
2034,METRO_DE_munich,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_munich__VIA_RELAY,VIA_RELAY,True,1,1,5.472,3.0,8.472,4.0,12.472,0,1.0,1212.6753771303722,1212.6753771303722
2034,METRO_DE_koeln,metro,METRO_UNKNOWN,,DE,CAND_DE_koeln,SELF::CAND_DE_koeln,DC_LOCAL,True,0,1,0.0,0.0,0.0,1.0,1.0,0,1.0,730.3823454624913,730.3823454624913
2034,METRO_DE_frankfurt_am_main,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_frankfurt_am_main__DIRECT,DIRECT,True,0,1,1.832,2.0,3.832,2.0,5.832,0,1.0,579.4922031172619,579.4922031172619
2034,METRO_DE_duesseldorf,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_duesseldorf__DIRECT,DIRECT,True,0,1,0.411,2.0,2.411,2.0,4.411,0,1.0,485.07015085214886,485.07015085214886
2034,METRO_DE_stuttgart,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_stuttgart__DIRECT,DIRECT,True,0,1,3.45,2.0,5.45,2.0,7.45,0,1.0,476.7387932993448,476.7387932993448
2034,METRO_DE_leipzig,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_leipzig__VIA_RELAY,VIA_RELAY,True,1,1,4.59,3.0,7.59,2.0,9.59,0,1.0,463.77890377276066,463.77890377276066
2034,METRO_DE_dresden,metro,METRO_250K-1M,250K-1M,DE,CAND_PL_lodz,CAND_PL_lodz__METRO_DE_dresden__VIA_RELAY,VIA_RELAY,True,1,1,4.868,3.0,7.868,2.0,9.868,0,1.0,452.6704270356886,452.6704270356886
2034,METRO_DE_dortmund,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_dortmund__DIRECT,DIRECT,True,0,1,0.888,2.0,2.888,2.0,4.888,0,1.0,440.6362439038604,440.6362439038604
2034,METRO_DE_essen,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_essen__DIRECT,DIRECT,True,0,1,0.7,2.0,2.7,2.0,4.7,0,1.0,432.3048863510564,432.3048863510564
2034,METRO_DE_bremen,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_bremen__DIRECT,DIRECT,True,0,1,3.24,2.0,5.24,2.0,7.24,0,1.0,425.8249415877643,425.8249415877643
2034,METRO_DE_hannover,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_hannover__DIRECT,DIRECT,True,0,1,2.997,2.0,4.997,2.0,6.997,0,1.0,402.68228171886403,402.68228171886403
2034,METRO_DE_duisburg,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_duisburg__DIRECT,DIRECT,True,0,1,0.684,2.0,2.684,2.0,4.684,0,1.0,401.75657532410804,401.75657532410804
2034,METRO_DE_nuernberg,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_nuernberg__VIA_RELAY,VIA_RELAY,True,1,1,4.04,3.0,7.04,2.0,9.04,0,1.0,406.3851072978881,406.3851072978881
2034,METRO_DE_wandsbek,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_wandsbek__VIA_RELAY,VIA_RELAY,True,1,1,5.257,3.0,8.257,2.0,10.257,0,1.0,313.81446782228716,313.81446782228716
2034,METRO_DE_bochum,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_bochum__DIRECT,DIRECT,True,0,1,0.765,2.0,2.765,2.0,4.765000000000001,0,1.0,287.8946887691189,287.8946887691189
2034,METRO_DE_bochum_hordel,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_bochum_hordel__DIRECT,DIRECT,True,0,1,0.782,2.0,2.782,2.0,4.782,0,1.0,286.0432759796069,286.0432759796069
2034,METRO_DE_mannheim,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_mannheim__DIRECT,DIRECT,True,0,1,2.322,2.0,4.322,2.0,6.322,0,1.0,267.5291480844867,267.5291480844867
2034,METRO_DE_wuppertal,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_wuppertal__DIRECT,DIRECT,True,0,1,0.462,2.0,2.462,2.0,4.462,0,1.0,259.1977905316826,259.1977905316826
2034,METRO_DE_bielefeld,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_bielefeld__DIRECT,DIRECT,True,0,1,1.971,2.0,3.971,2.0,5.971,0,1.0,249.94072658412253,249.94072658412253
2034,METRO_DE_karlsruhe,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_karlsruhe__DIRECT,DIRECT,True,0,1,2.854,2.0,4.854,2.0,6.854,0,1.0,244.38648821558647,244.38648821558647
2034,METRO_DE_bonn,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_bonn__DIRECT,DIRECT,True,0,1,0.292,2.0,2.292,2.0,4.292,0,1.0,238.8322498470504,238.8322498470504
2034,METRO_DE_marienthal,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_marienthal__VIA_RELAY,VIA_RELAY,True,1,1,5.235,3.0,8.235,2.0,10.235,0,1.0,223.09524113619824,223.09524113619824
2034,METRO_DE_hamburg_nord,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_hamburg_nord__VIA_RELAY,VIA_RELAY,True,1,1,5.254,3.0,8.254,2.0,10.254,0,1.0,229.5751858994903,229.5751858994903
