node_id,node_type,activation_year,coverage_gain_pct,drive_time_reduction_hr,best_outbound_detour_ratio
METRO_ES_burgos,PERI_URBAN_HUB,2030,,,1.0
METRO_PL_gdansk,PERI_URBAN_HUB,2030,,,1.0
METRO_SK_bratislava,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_163,RELAY_HUB,2030,,,
RELAY_2030_152,RELAY_HUB,2030,,,
NONMETRO_BG,DEMAND_NONMETRO,2030,,,
METRO_ES_valencia,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_125,RELAY_HUB,2030,,,
METRO_SI_ljubljana,PERI_URBAN_HUB,2030,,,1.001
RELAY_2030_40,RELAY_HUB,2030,,,
RELAY_2030_52,RELAY_HUB,2030,,,
RELAY_2030_156,RELAY_HUB,2030,,,
RELAY_2030_66,RELAY_HUB,2030,,,
METRO_DE_mainz,PERI_URBAN_HUB,2030,,,1.0
METRO_PL_bytom,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_89,RELAY_HUB,2030,,,
RELAY_2030_102,RELAY_HUB,2030,,,
METRO_CZ_brno,PERI_URBAN_HUB,2030,,,1.0
METRO_ES_santander,PERI_URBAN_HUB,2030,,,1.001
METRO_ES_carabanchel,PERI_URBAN_HUB,2030,,,1.0
METRO_ES_sant_marti,PERI_URBAN_HUB,2030,,,1.001
METRO_ES_alcorcon,PERI_URBAN_HUB,2030,,,1.0
METRO_ES_almeria,PERI_URBAN_HUB,2030,,,1.024
METRO_ES_getafe,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_146,RELAY_HUB,2030,,,
RELAY_2030_67,RELAY_HUB,2030,,,
NONMETRO_CH,DEMAND_NONMETRO,2030,,,
METRO_ES_zaragoza,PERI_URBAN_HUB,2030,,,1.0
METRO_LV_riga,PERI_URBAN_HUB,2030,,,1.017
RELAY_2030_85,RELAY_HUB,2030,,,
METRO_IT_taranto,PERI_URBAN_HUB,2030,,,1.011
METRO_PL_bydgoszcz,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_64,RELAY_HUB,2030,,,
METRO_PL_czestochowa,PERI_URBAN_HUB,2030,,,1.0
PORT_NL_rotterdam,PORT,2030,,,
NONMETRO_GR,DEMAND_NONMETRO,2030,,,
RELAY_2030_164,RELAY_HUB,2030,,,
METRO_PL_gliwice,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_29,RELAY_HUB,2030,,,
RELAY_2030_31,RELAY_HUB,2030,,,
METRO_PL_torun,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_59,RELAY_HUB,2030,,,
RELAY_2030_54,RELAY_HUB,2030,,,
METRO_FR_grenoble,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_19,RELAY_HUB,2030,,,
METRO_DE_erfurt,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_117,RELAY_HUB,2030,,,
NONMETRO_MT,DEMAND_NONMETRO,2030,,,
RELAY_2030_159,RELAY_HUB,2030,,,
METRO_PL_gdynia,PERI_URBAN_HUB,2030,,,1.0
NONMETRO_SK,DEMAND_NONMETRO,2030,,,
METRO_PL_zabrze,PERI_URBAN_HUB,2030,,,1.0
METRO_ES_pamplona,PERI_URBAN_HUB,2030,,,1.0
METRO_CH_lausanne,PERI_URBAN_HUB,2030,,,1.0
METRO_DE_bochum_hordel,PERI_URBAN_HUB,2030,,,1.0
METRO_PL_poznan,PERI_URBAN_HUB,2030,,,1.0
METRO_RO_braila,PERI_URBAN_HUB,2030,,,1.007
RELAY_2030_35,RELAY_HUB,2030,,,
RELAY_2030_62,RELAY_HUB,2030,,,
METRO_DE_mannheim,PERI_URBAN_HUB,2030,,,1.0
RELAY_2030_101,RELAY_HUB,2030,,,
