network_year,node_id,node_type,country,city,lat,lng,pop_2026,pop_bracket,activation_year,outbound_lanes,inbound_lanes
2031,PORT_NL_rotterdam,PORT,NL,Rotterdam,51.9225,4.47917,,,2027,4,0
2031,CAND_DE_koeln,DC,DE,Koeln,50.9333,6.95,,,2027,174,4
2031,CAND_PL_lodz,DC,PL,Lodz,51.7706,19.4739,,,2028,110,4
2031,CAND_ES_madrid,DC,ES,Madrid,40.4165,-3.70256,,,2029,69,4
2031,CAND_IT_rome,DC,IT,Rome,41.8919,12.5113,,,2030,127,4
2031,METRO_BE_brussels,PERI_URBAN_HUB,BE,Brussels,50.8504,4.34878,2150320.0,1M+,2027,42,50
2031,METRO_BE_antwerp,PERI_URBAN_HUB,BE,Antwerp,51.2199,4.40346,1068660.0,1M+,2027,42,50
2031,METRO_BE_liege,PERI_URBAN_HUB,BE,Liege,50.6337,5.56749,690769.0,250K-1M,2027,47,58
2031,METRO_BE_gent,PERI_URBAN_HUB,BE,Gent,51.05,3.71667,480931.0,250K-1M,2027,39,47
2031,METRO_BE_charleroi,PERI_URBAN_HUB,BE,Charleroi,50.4114,4.44448,420510.0,250K-1M,2027,42,51
2031,METRO_DE_berlin,PERI_URBAN_HUB,DE,Berlin,52.5244,13.4105,3584240.0,1M+,2027,26,41
2031,METRO_DE_hamburg,PERI_URBAN_HUB,DE,Hamburg,53.5753,10.0153,1788890.0,1M+,2027,31,43
2031,METRO_DE_munich,PERI_URBAN_HUB,DE,Munich,48.1374,11.5755,1596050.0,1M+,2027,13,31
2031,METRO_DE_frankfurt_am_main,PERI_URBAN_HUB,DE,Frankfurt am Main,50.1155,8.68417,650000.0,250K-1M,2027,42,57
2031,METRO_DE_duesseldorf,PERI_URBAN_HUB,DE,Duesseldorf,51.2217,6.77616,644190.0,250K-1M,2027,49,60
2031,METRO_DE_stuttgart,PERI_URBAN_HUB,DE,Stuttgart,48.7823,9.17702,637629.0,250K-1M,2027,18,37
2031,METRO_DE_leipzig,PERI_URBAN_HUB,DE,Leipzig,51.3396,12.3713,610953.0,250K-1M,2027,25,42
2031,METRO_DE_dresden,PERI_URBAN_HUB,DE,Dresden,51.0509,13.7383,596191.0,250K-1M,2027,17,36
2031,METRO_DE_dortmund,PERI_URBAN_HUB,DE,Dortmund,51.5149,7.466,590940.0,250K-1M,2027,56,66
2031,METRO_DE_essen,PERI_URBAN_HUB,DE,Essen,51.4566,7.01228,580921.0,250K-1M,2027,48,58
2031,METRO_DE_bremen,PERI_URBAN_HUB,DE,Bremen,53.0752,8.80777,569691.0,250K-1M,2027,43,54
2031,METRO_DE_hannover,PERI_URBAN_HUB,DE,Hannover,52.3705,9.73322,539317.0,250K-1M,2027,46,56
2031,METRO_DE_duisburg,PERI_URBAN_HUB,DE,Duisburg,51.4325,6.76516,530435.0,250K-1M,2027,47,56
2031,METRO_DE_nuernberg,PERI_URBAN_HUB,DE,Nuernberg,49.4542,11.0775,499237.0,250K-1M,2027,22,44
2031,METRO_DE_wandsbek,PERI_URBAN_HUB,DE,Wandsbek,53.5833,10.083,411422.0,250K-1M,2027,32,45
2031,METRO_DE_bochum,PERI_URBAN_HUB,DE,Bochum,51.4817,7.21648,382931.0,250K-1M,2027,52,62
2031,METRO_DE_bochum_hordel,PERI_URBAN_HUB,DE,Bochum-Hordel,51.5017,7.1756,380000.0,250K-1M,2027,52,62
2031,METRO_DE_mannheim,PERI_URBAN_HUB,DE,Mannheim,49.4891,8.46694,349187.0,250K-1M,2027,38,55
2031,METRO_DE_wuppertal,PERI_URBAN_HUB,DE,Wuppertal,51.2563,7.14816,348295.0,250K-1M,2027,48,58
2031,METRO_DE_bielefeld,PERI_URBAN_HUB,DE,Bielefeld,52.0333,8.53333,334894.0,250K-1M,2027,54,64
2031,METRO_DE_karlsruhe,PERI_URBAN_HUB,DE,Karlsruhe,49.0094,8.40444,324477.0,250K-1M,2027,36,55
2031,METRO_DE_bonn,PERI_URBAN_HUB,DE,Bonn,50.7344,7.09549,320613.0,250K-1M,2027,51,63
2031,METRO_DE_marienthal,PERI_URBAN_HUB,DE,Marienthal,53.5667,10.0833,287101.0,250K-1M,2027,32,45
2031,METRO_DE_hamburg_nord,PERI_URBAN_HUB,DE,Hamburg-Nord,53.5894,9.984,280000.0,250K-1M,2027,33,45
2031,METRO_DE_wiesbaden,PERI_URBAN_HUB,DE,Wiesbaden,50.0826,8.24932,272432.0,250K-1M,2027,44,58
2031,METRO_DE_muenster,PERI_URBAN_HUB,DE,Muenster,51.9624,7.62571,270184.0,250K-1M,2027,55,64
2031,METRO_DE_gelsenkirchen,PERI_URBAN_HUB,DE,Gelsenkirchen,51.5051,7.09654,270028.0,250K-1M,2027,50,60
2031,METRO_DE_aachen,PERI_URBAN_HUB,DE,Aachen,50.7766,6.08342,265208.0,250K-1M,2027,47,57
2031,METRO_DE_moenchengladbach,PERI_URBAN_HUB,DE,Moenchengladbach,51.1854,6.44172,261742.0,250K-1M,2027,48,58
2031,METRO_DE_augsburg,PERI_URBAN_HUB,DE,Augsburg,48.3715,10.8985,259196.0,250K-1M,2027,15,34
2031,METRO_DE_eimsbuettel,PERI_URBAN_HUB,DE,Eimsbuettel,53.5742,9.95679,251907.0,250K-1M,2027,34,46
2031,METRO_DE_altona,PERI_URBAN_HUB,DE,Altona,53.55,9.93333,250192.0,250K-1M,2027,34,46
2031,METRO_DE_chemnitz,PERI_URBAN_HUB,DE,Chemnitz,50.8357,12.9292,247220.0,<250K,2027,16,36
2031,METRO_DE_braunschweig,PERI_URBAN_HUB,DE,Braunschweig,52.2659,10.5267,244715.0,<250K,2027,47,60
2031,METRO_DE_krefeld,PERI_URBAN_HUB,DE,Krefeld,51.3364,6.55381,237984.0,<250K,2027,49,59
2031,METRO_DE_halle_saale,PERI_URBAN_HUB,DE,Halle (Saale),51.4816,11.9795,234107.0,<250K,2027,30,47
2031,METRO_DE_hamburg_mitte,PERI_URBAN_HUB,DE,Hamburg-Mitte,53.55,10.0167,233144.0,<250K,2027,34,46
2031,METRO_DE_kiel,PERI_URBAN_HUB,DE,Kiel,54.3213,10.1349,232758.0,<250K,2027,23,32
2031,METRO_DE_magdeburg,PERI_URBAN_HUB,DE,Magdeburg,52.1277,11.6292,229826.0,<250K,2027,33,49
2031,METRO_DE_neue_neustadt,PERI_URBAN_HUB,DE,Neue Neustadt,52.15,11.6333,226851.0,<250K,2027,31,45
2031,METRO_DE_oberhausen,PERI_URBAN_HUB,DE,Oberhausen,51.4781,6.8625,219176.0,<250K,2027,48,58
2031,METRO_DE_freiburg,PERI_URBAN_HUB,DE,Freiburg,47.9959,7.85222,215966.0,<250K,2027,23,43
2031,METRO_DE_luebeck,PERI_URBAN_HUB,DE,Luebeck,53.8689,10.6873,212207.0,<250K,2027,27,39
2031,METRO_DE_erfurt,PERI_URBAN_HUB,DE,Erfurt,50.9787,11.0328,203254.0,<250K,2027,47,64
2031,METRO_DE_harburg,PERI_URBAN_HUB,DE,Harburg,53.4606,9.98388,202571.0,<250K,2027,33,44
2031,METRO_DE_hagen,PERI_URBAN_HUB,DE,Hagen,51.3608,7.47168,198972.0,<250K,2027,53,64
2031,METRO_DE_rostock,PERI_URBAN_HUB,DE,Rostock,54.0887,12.1405,198293.0,<250K,2027,22,35
2031,METRO_DE_kassel,PERI_URBAN_HUB,DE,Kassel,51.3167,9.5,194501.0,<250K,2027,53,70
2031,METRO_DE_hamm,PERI_URBAN_HUB,DE,Hamm,51.6803,7.82089,185327.0,<250K,2027,57,68
2031,METRO_DE_mainz,PERI_URBAN_HUB,DE,Mainz,49.9842,8.2791,184997.0,<250K,2027,43,58
2031,METRO_DE_saarbruecken,PERI_URBAN_HUB,DE,Saarbruecken,49.2326,7.00982,181227.0,<250K,2027,40,57
2031,METRO_DE_herne,PERI_URBAN_HUB,DE,Herne,51.5388,7.22572,172108.0,<250K,2027,55,65
2031,METRO_DE_muelheim,PERI_URBAN_HUB,DE,Muelheim,51.4322,6.87967,171000.0,<250K,2027,48,58
2031,METRO_DE_neukoelln,PERI_URBAN_HUB,DE,Neukoelln,52.4772,13.4313,167248.0,<250K,2027,26,41
2031,METRO_DE_osnabrueck,PERI_URBAN_HUB,DE,Osnabrueck,52.2726,8.0498,166462.0,<250K,2027,52,61
2031,METRO_DE_solingen,PERI_URBAN_HUB,DE,Solingen,51.1734,7.0845,164359.0,<250K,2027,49,59
2031,METRO_NL_amsterdam,PERI_URBAN_HUB,NL,Amsterdam,52.374,4.88969,1196130.0,1M+,2027,38,43
2031,METRO_NL_rotterdam,PERI_URBAN_HUB,NL,Rotterdam,51.9225,4.47917,1030820.0,1M+,2027,39,45
2031,METRO_NL_the_hague,PERI_URBAN_HUB,NL,The Hague,52.0767,4.29861,729342.0,250K-1M,2027,37,43
2031,METRO_NL_utrecht,PERI_URBAN_HUB,NL,Utrecht,52.0908,5.12222,579784.0,250K-1M,2027,39,44
2031,METRO_NL_eindhoven,PERI_URBAN_HUB,NL,Eindhoven,51.4408,5.47778,374979.0,250K-1M,2027,45,54
2031,METRO_NL_tilburg,PERI_URBAN_HUB,NL,Tilburg,51.5555,5.0913,199613.0,<250K,2027,43,50
2031,METRO_NL_groningen,PERI_URBAN_HUB,NL,Groningen,53.2192,6.56667,181194.0,<250K,2027,45,53
2031,METRO_NL_almere_stad,PERI_URBAN_HUB,NL,Almere Stad,52.3703,5.21413,176432.0,<250K,2027,38,43
2031,METRO_NL_breda,PERI_URBAN_HUB,NL,Breda,51.5866,4.77596,167673.0,<250K,2027,40,46
2031,METRO_DK_copenhagen,PERI_URBAN_HUB,DK,Copenhagen,55.6759,12.5655,1409680.0,1M+,2028,15,25
2031,METRO_DK_arhus,PERI_URBAN_HUB,DK,Arhus,56.1567,10.2108,237551.0,<250K,2028,13,19
2031,METRO_EE_tallinn,PERI_URBAN_HUB,EE,Tallinn,59.437,24.7535,458713.0,250K-1M,2028,6,7
2031,METRO_FI_helsinki,PERI_URBAN_HUB,FI,Helsinki,60.1695,24.9354,1362160.0,1M+,2028,5,6
2031,METRO_FI_tampere,PERI_URBAN_HUB,FI,Tampere,61.4991,23.7871,352557.0,250K-1M,2028,5,5
2031,METRO_FI_espoo,PERI_URBAN_HUB,FI,Espoo,60.2052,24.6522,256760.0,250K-1M,2028,5,6
2031,METRO_FI_vantaa,PERI_URBAN_HUB,FI,Vantaa,60.2941,25.041,190058.0,<250K,2028,5,6
2031,METRO_FI_turku,PERI_URBAN_HUB,FI,Turku,60.4515,22.2687,175945.0,<250K,2028,6,7
2031,METRO_LV_riga,PERI_URBAN_HUB,LV,Riga,56.946,24.1059,612980.0,250K-1M,2028,4,7
2031,METRO_LT_vilnius,PERI_URBAN_HUB,LT,Vilnius,54.6892,25.2798,541364.0,250K-1M,2028,4,6
2031,METRO_LT_kaunas,PERI_URBAN_HUB,LT,Kaunas,54.9027,23.9096,374643.0,250K-1M,2028,5,8
2031,METRO_LT_klaipeda,PERI_URBAN_HUB,LT,Klaipeda,55.7089,21.1431,192307.0,<250K,2028,6,10
2031,METRO_NO_oslo,PERI_URBAN_HUB,NO,Oslo,59.9127,10.7461,1130110.0,1M+,2028,1,2
2031,METRO_NO_bergen,PERI_URBAN_HUB,NO,Bergen,60.393,5.32415,213585.0,<250K,2028,0,0
2031,METRO_PL_warsaw,PERI_URBAN_HUB,PL,Warsaw,52.2298,21.0118,1800190.0,1M+,2028,18,21
2031,METRO_PL_krakow,PERI_URBAN_HUB,PL,Krakow,50.0614,19.9366,769354.0,250K-1M,2028,20,27
2031,METRO_PL_wroclaw,PERI_URBAN_HUB,PL,Wroclaw,51.1,17.0333,642099.0,250K-1M,2028,21,33
2031,METRO_PL_poznan,PERI_URBAN_HUB,PL,Poznan,52.4069,16.9299,515784.0,250K-1M,2028,19,30
2031,METRO_PL_gdansk,PERI_URBAN_HUB,PL,Gdansk,54.3521,18.6464,465486.0,250K-1M,2028,10,19
2031,METRO_PL_szczecin,PERI_URBAN_HUB,PL,Szczecin,53.4289,14.553,395737.0,250K-1M,2028,19,32
2031,METRO_PL_bydgoszcz,PERI_URBAN_HUB,PL,Bydgoszcz,53.1235,18.0076,337052.0,250K-1M,2028,12,21
2031,METRO_PL_lublin,PERI_URBAN_HUB,PL,Lublin,51.25,22.5667,325344.0,250K-1M,2028,15,18
2031,METRO_PL_katowice,PERI_URBAN_HUB,PL,Katowice,50.2584,19.0275,317316.0,250K-1M,2028,22,30
2031,METRO_PL_bialystok,PERI_URBAN_HUB,PL,Bialystok,53.1333,23.1643,291855.0,250K-1M,2028,8,10
2031,METRO_PL_gdynia,PERI_URBAN_HUB,PL,Gdynia,54.5189,18.5319,253730.0,250K-1M,2028,7,17
2031,METRO_PL_czestochowa,PERI_URBAN_HUB,PL,Czestochowa,50.7965,19.1241,248125.0,<250K,2028,20,27
2031,METRO_PL_sosnowiec,PERI_URBAN_HUB,PL,Sosnowiec,50.2868,19.1038,227295.0,<250K,2028,21,29
2031,METRO_PL_radom,PERI_URBAN_HUB,PL,Radom,51.4025,21.1471,226794.0,<250K,2028,20,25
2031,METRO_PL_mokotow,PERI_URBAN_HUB,PL,Mokotow,52.1934,21.0349,212670.0,<250K,2028,19,23
2031,METRO_PL_torun,PERI_URBAN_HUB,PL,Torun,53.0137,18.5981,208717.0,<250K,2028,15,23
2031,METRO_PL_kielce,PERI_URBAN_HUB,PL,Kielce,50.8703,20.6275,208598.0,<250K,2028,17,21
2031,METRO_PL_gliwice,PERI_URBAN_HUB,PL,Gliwice,50.2976,18.6766,198835.0,<250K,2028,23,33
2031,METRO_PL_zabrze,PERI_URBAN_HUB,PL,Zabrze,50.3249,18.7858,192177.0,<250K,2028,24,34
2031,METRO_PL_bytom,PERI_URBAN_HUB,PL,Bytom,50.348,18.9328,189186.0,<250K,2028,22,30
2031,METRO_PL_praga_poludnie,PERI_URBAN_HUB,PL,Praga Poludnie,52.2442,21.0854,187845.0,<250K,2028,18,21
2031,METRO_PL_bielsko_biala,PERI_URBAN_HUB,PL,Bielsko-Biala,49.8224,19.0469,176515.0,<250K,2028,21,31
2031,METRO_PL_olsztyn,PERI_URBAN_HUB,PL,Olsztyn,53.7799,20.4942,171803.0,<250K,2028,12,17
2031,METRO_SE_stockholm,PERI_URBAN_HUB,SE,Stockholm,59.3326,18.0649,1754720.0,1M+,2028,1,4
2031,METRO_SE_gothenburg,PERI_URBAN_HUB,SE,Gothenburg,57.7072,11.9668,649847.0,250K-1M,2028,4,10
2031,METRO_SE_malmo,PERI_URBAN_HUB,SE,Malmo,55.6059,13.0007,342887.0,250K-1M,2028,13,22
2031,METRO_AT_vienna,PERI_URBAN_HUB,AT,Vienna,48.2085,16.3721,2020320.0,1M+,2029,16,33
2031,METRO_AT_graz,PERI_URBAN_HUB,AT,Graz,47.0667,15.45,222326.0,<250K,2029,11,30
2031,METRO_AT_linz,PERI_URBAN_HUB,AT,Linz,48.3064,14.2861,204846.0,<250K,2029,14,34
2031,METRO_AT_favoriten,PERI_URBAN_HUB,AT,Favoriten,48.1612,16.3823,201882.0,<250K,2029,15,32
2031,METRO_AT_donaustadt,PERI_URBAN_HUB,AT,Donaustadt,48.2333,16.46,187007.0,<250K,2029,18,35
2031,METRO_FR_paris,PERI_URBAN_HUB,FR,Paris,48.8534,2.3488,11418300.0,1M+,2029,13,24
2031,METRO_FR_lyon,PERI_URBAN_HUB,FR,Lyon,45.7485,4.84671,1799720.0,1M+,2029,11,34
2031,METRO_FR_marseille,PERI_URBAN_HUB,FR,Marseille,43.297,5.38107,1654100.0,1M+,2029,8,29
2031,METRO_FR_lille,PERI_URBAN_HUB,FR,Lille,50.633,3.05858,1098220.0,1M+,2029,33,42
2031,METRO_FR_toulouse,PERI_URBAN_HUB,FR,Toulouse,43.6043,1.44367,1088900.0,1M+,2029,16,33
2031,METRO_FR_bordeaux,PERI_URBAN_HUB,FR,Bordeaux,44.8404,-0.5805,1025990.0,1M+,2029,8,20
