year,node_id,node_type,service_class,pop_bracket,country,assigned_dc_id,route_id,service_mode,route_backed,n_relay_hubs,n_consol_hubs,route_drive_hr,total_hub_dwell_hr,travel_elapsed_hr,last_mile_hr,otd_hours,otd_bucket,purchase_prob,annual_potential_units,annual_realized_units
2033,METRO_BE_brussels,metro,METRO_1M+,1M+,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_brussels__DIRECT,DIRECT,True,0,1,2.192,2.0,4.192,4.0,8.192,0,1.0,1632.6261295546558,1632.6261295546558
2033,METRO_BE_antwerp,metro,METRO_1M+,1M+,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_antwerp__DIRECT,DIRECT,True,0,1,2.169,2.0,4.169,4.0,8.169,0,1.0,808.4449870445344,808.4449870445344
2033,METRO_BE_liege,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_liege__DIRECT,DIRECT,True,0,1,1.233,2.0,3.233,2.0,5.2330000000000005,0,1.0,521.2601497975708,521.2601497975708
2033,METRO_BE_gent,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_gent__DIRECT,DIRECT,True,0,1,2.72,2.0,4.72,2.0,6.72,0,1.0,364.88210485829956,364.88210485829956
2033,METRO_BE_charleroi,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_charleroi__DIRECT,DIRECT,True,0,1,2.23,2.0,4.23,2.0,6.23,0,1.0,316.6901287449393,316.6901287449393
2033,METRO_DE_berlin,metro,METRO_1M+,1M+,DE,CAND_PL_lodz,CAND_PL_lodz__METRO_DE_berlin__VIA_RELAY,VIA_RELAY,True,1,1,5.103,3.0,8.103,4.0,12.103,0,1.0,2532.5048508872374,2532.5048508872374
2033,METRO_DE_hamburg,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_hamburg__VIA_RELAY,VIA_RELAY,True,1,1,5.239,3.0,8.239,4.0,12.239,0,1.0,1260.1759095592454,1260.1759095592454
2033,METRO_DE_munich,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_munich__VIA_RELAY,VIA_RELAY,True,1,1,5.472,3.0,8.472,4.0,12.472,0,1.0,1144.2546834573564,1144.2546834573564
2033,METRO_DE_koeln,metro,METRO_UNKNOWN,,DE,CAND_DE_koeln,SELF::CAND_DE_koeln,DC_LOCAL,True,0,1,0.0,0.0,0.0,1.0,1.0,0,1.0,689.918265025759,689.918265025759
2033,METRO_DE_frankfurt_am_main,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_frankfurt_am_main__DIRECT,DIRECT,True,0,1,1.832,2.0,3.832,2.0,5.832,0,1.0,535.6682464224389,535.6682464224389
