network_year,node_id,node_type,country,city,lat,lng,pop_2026,pop_bracket,activation_year,outbound_lanes,inbound_lanes
2030,PORT_NL_rotterdam,PORT,NL,Rotterdam,51.9225,4.47917,,,2027,4,0
2030,CAND_DE_koeln,DC,DE,Koeln,50.9333,6.95,,,2027,143,4
2030,CAND_PL_lodz,DC,PL,Lodz,51.7706,19.4739,,,2028,105,4
2030,CAND_ES_madrid,DC,ES,Madrid,40.4165,-3.70256,,,2029,60,4
2030,CAND_IT_rome,DC,IT,Rome,41.8919,12.5113,,,2030,76,4
2030,METRO_BE_brussels,PERI_URBAN_HUB,BE,Brussels,50.8504,4.34878,2150320.0,1M+,2027,42,44
2030,METRO_BE_antwerp,PERI_URBAN_HUB,BE,Antwerp,51.2199,4.40346,1068660.0,1M+,2027,42,43
2030,METRO_BE_liege,PERI_URBAN_HUB,BE,Liege,50.6337,5.56749,690769.0,250K-1M,2027,47,49
2030,METRO_BE_gent,PERI_URBAN_HUB,BE,Gent,51.05,3.71667,480931.0,250K-1M,2027,39,40
2030,METRO_BE_charleroi,PERI_URBAN_HUB,BE,Charleroi,50.4114,4.44448,420510.0,250K-1M,2027,42,44
2030,METRO_DE_berlin,PERI_URBAN_HUB,DE,Berlin,52.5244,13.4105,3584240.0,1M+,2027,26,28
2030,METRO_DE_hamburg,PERI_URBAN_HUB,DE,Hamburg,53.5753,10.0153,1788890.0,1M+,2027,31,33
2030,METRO_DE_munich,PERI_URBAN_HUB,DE,Munich,48.1374,11.5755,1596050.0,1M+,2027,13,19
2030,METRO_DE_frankfurt_am_main,PERI_URBAN_HUB,DE,Frankfurt am Main,50.1155,8.68417,650000.0,250K-1M,2027,42,45
2030,METRO_DE_duesseldorf,PERI_URBAN_HUB,DE,Duesseldorf,51.2217,6.77616,644190.0,250K-1M,2027,49,50
2030,METRO_DE_stuttgart,PERI_URBAN_HUB,DE,Stuttgart,48.7823,9.17702,637629.0,250K-1M,2027,18,23
2030,METRO_DE_leipzig,PERI_URBAN_HUB,DE,Leipzig,51.3396,12.3713,610953.0,250K-1M,2027,25,28
2030,METRO_DE_dresden,PERI_URBAN_HUB,DE,Dresden,51.0509,13.7383,596191.0,250K-1M,2027,17,21
2030,METRO_DE_dortmund,PERI_URBAN_HUB,DE,Dortmund,51.5149,7.466,590940.0,250K-1M,2027,56,58
2030,METRO_DE_essen,PERI_URBAN_HUB,DE,Essen,51.4566,7.01228,580921.0,250K-1M,2027,48,49
2030,METRO_DE_bremen,PERI_URBAN_HUB,DE,Bremen,53.0752,8.80777,569691.0,250K-1M,2027,43,45
