node_id,origin_dc,service_mode,pop_bracket,pi_promise_hr,mean_drive_hr,road_km,attainment_rate,p5_elapsed_hr,p50_elapsed_hr,p95_elapsed_hr,promise_gap_hr
METRO_DE_frankfurt_am_main,CAND_DE_koeln,DIRECT,250K-1M,2.0,1.832,152.6,0.0,3.375,3.694,4.009,1.694
METRO_DE_freiburg,CAND_DE_koeln,DIRECT,<250K,1.0,3.997,333.1,0.0,5.838,6.114,6.359,5.114
METRO_DE_gelsenkirchen,CAND_DE_koeln,DIRECT,250K-1M,2.0,0.773,64.4,0.0,2.41,2.643,2.956,0.643
METRO_DE_hagen,CAND_DE_koeln,DIRECT,<250K,1.0,0.718,59.9,0.0,2.436,2.689,2.975,1.689
METRO_DE_halle_saale,CAND_DE_koeln,VIA_RELAY,<250K,1.0,4.267,355.6,0.0,6.551,6.993,7.519,5.993
METRO_DE_hamburg,CAND_DE_koeln,VIA_RELAY,1M+,4.0,5.239,436.6,0.0,7.674,8.641,9.245,4.641
METRO_DE_hamburg_mitte,CAND_DE_koeln,VIA_RELAY,<250K,1.0,5.205,433.8,0.0,7.486,8.177,8.849,7.177
METRO_DE_hamburg_nord,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,5.254,437.8,0.0,7.205,7.632,8.462,5.632
METRO_DE_hamm,CAND_DE_koeln,DIRECT,<250K,1.0,1.233,102.8,0.0,2.903,2.983,3.329,1.983
METRO_DE_hannover,CAND_DE_koeln,DIRECT,250K-1M,2.0,2.997,249.8,0.0,4.516,4.703,5.343,2.703
METRO_DE_harburg,CAND_DE_koeln,VIA_RELAY,<250K,1.0,5.084,423.6,0.0,7.677,7.992,8.426,6.992
METRO_DE_herne,CAND_DE_koeln,DIRECT,<250K,1.0,0.84,70.0,0.0,2.383,2.731,3.159,1.731
METRO_DE_karlsruhe,CAND_DE_koeln,DIRECT,250K-1M,2.0,2.854,237.9,0.0,4.727,4.947,5.14,2.947
METRO_DE_kassel,CAND_DE_koeln,DIRECT,<250K,1.0,2.196,183.0,0.0,3.908,4.038,4.441,3.038
METRO_DE_kiel,CAND_DE_koeln,VIA_HUB_CORRIDOR,<250K,1.0,5.205,433.8,0.0,8.246,9.015,10.206,8.015
METRO_DE_krefeld,CAND_DE_koeln,DIRECT,<250K,1.0,0.632,52.7,0.0,2.393,2.608,2.759,1.608
METRO_DE_leipzig,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,4.59,382.5,0.0,6.974,7.244,8.567,5.244
METRO_DE_luebeck,CAND_DE_koeln,VIA_RELAY,<250K,1.0,5.735,477.9,0.0,8.644,9.027,9.868,8.027
METRO_DE_magdeburg,CAND_DE_koeln,VIA_RELAY,<250K,1.0,4.241,353.4,0.0,6.718,7.359,8.181,6.359
METRO_DE_mainz,CAND_DE_koeln,DIRECT,<250K,1.0,1.697,141.4,0.0,3.305,3.355,3.954,2.355
METRO_DE_mannheim,CAND_DE_koeln,DIRECT,250K-1M,2.0,2.322,193.5,0.0,3.592,4.136,4.393,2.136
METRO_DE_marienthal,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,5.235,436.3,0.0,7.42,8.697,8.918,6.697
METRO_DE_moenchengladbach,CAND_DE_koeln,DIRECT,250K-1M,2.0,0.543,45.2,0.0,2.132,2.438,2.934,0.438
METRO_DE_muelheim,CAND_DE_koeln,DIRECT,<250K,1.0,0.668,55.7,0.0,2.484,2.534,3.164,1.534
METRO_DE_muenster,CAND_DE_koeln,DIRECT,250K-1M,2.0,1.484,123.6,0.0,3.045,3.658,3.956,1.658
METRO_DE_munich,CAND_DE_koeln,VIA_RELAY,1M+,4.0,5.472,456.0,0.0,8.51,8.978,9.186,4.978
METRO_DE_neue_neustadt,CAND_DE_koeln,VIA_RELAY,<250K,1.0,4.211,350.9,0.0,7.298,7.442,7.851,6.442
METRO_DE_neukoelln,CAND_PL_lodz,VIA_RELAY,<250K,1.0,5.038,419.8,0.0,7.293,7.501,8.099,6.501
METRO_DE_nuernberg,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,4.04,336.6,0.0,7.211,7.365,7.566,5.365
METRO_DE_oberhausen,CAND_DE_koeln,DIRECT,<250K,1.0,0.731,60.9,0.0,2.393,2.963,3.206,1.963
METRO_DE_osnabrueck,CAND_DE_koeln,DIRECT,<250K,1.0,2.006,167.2,0.0,3.659,4.034,4.396,3.034
METRO_DE_rostock,CAND_PL_lodz,VIA_RELAY,<250K,1.0,6.656,554.7,0.0,9.612,10.12,10.826,9.12
METRO_DE_saarbruecken,CAND_DE_koeln,DIRECT,<250K,1.0,2.27,189.2,0.0,3.732,4.171,4.561,3.171
METRO_DE_solingen,CAND_DE_koeln,DIRECT,<250K,1.0,0.34,28.3,0.0,2.146,2.337,2.691,1.337
METRO_DE_stuttgart,CAND_DE_koeln,DIRECT,250K-1M,2.0,3.45,287.5,0.0,5.1,5.966,6.218,3.966
METRO_DE_wandsbek,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,5.257,438.1,0.0,7.491,8.092,8.587,6.092
METRO_DE_wiesbaden,CAND_DE_koeln,DIRECT,250K-1M,2.0,1.582,131.9,0.0,3.191,3.258,3.907,1.258
METRO_DE_wuppertal,CAND_DE_koeln,DIRECT,250K-1M,2.0,0.462,38.5,0.0,2.233,2.464,2.777,0.464
METRO_DK_arhus,CAND_DE_koeln,VIA_RELAY,<250K,1.0,7.432,619.3,0.0,10.19,10.685,10.97,9.685
METRO_DK_copenhagen,CAND_PL_lodz,VIA_RELAY,1M+,4.0,7.537,628.1,0.0,10.211,10.784,11.398,6.784
METRO_EE_tallinn,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,10.971,914.3,0.0,13.212,13.852,16.246,11.852
METRO_ES_a_coruna,CAND_ES_madrid,VIA_HUB_CORRIDOR,<250K,1.0,6.949,579.1,0.0,11.781,12.719,14.24,11.719
METRO_ES_albacete,CAND_ES_madrid,DIRECT,<250K,1.0,2.682,223.5,0.0,4.297,4.476,5.018,3.476
METRO_ES_alcala_de_henares,CAND_ES_madrid,DIRECT,<250K,1.0,0.359,29.9,0.0,2.235,2.656,2.691,1.656
METRO_ES_alcorcon,CAND_ES_madrid,DIRECT,<250K,1.0,0.156,13.0,0.0,1.673,2.009,2.527,1.009
METRO_ES_alicante,CAND_ES_madrid,VIA_HUB_CORRIDOR,250K-1M,2.0,4.356,363.0,0.0,7.223,8.139,8.988,6.139
METRO_ES_almeria,CAND_ES_madrid,VIA_HUB_CORRIDOR,<250K,1.0,5.628,469.0,0.0,8.257,9.11,10.242,8.11
METRO_ES_badalona,CAND_ES_madrid,VIA_RELAY,<250K,1.0,6.176,514.7,0.0,8.716,9.318,10.229,8.318
METRO_ES_barcelona,CAND_ES_madrid,VIA_RELAY,1M+,4.0,6.056,504.7,0.0,8.663,9.012,10.612,5.012
METRO_ES_bilbao,CAND_ES_madrid,DIRECT,250K-1M,2.0,3.876,323.0,0.0,5.369,6.189,6.485,4.189
METRO_ES_burgos,CAND_ES_madrid,DIRECT,<250K,1.0,2.568,214.0,0.0,4.326,4.482,5.047,3.482
METRO_ES_carabanchel,CAND_ES_madrid,DIRECT,250K-1M,2.0,0.041,3.4,0.2,1.874,2.235,2.34,0.235
METRO_ES_cartagena,CAND_ES_madrid,VIA_HUB_CORRIDOR,<250K,1.0,4.747,395.6,0.0,8.095,8.602,9.41,7.602
METRO_ES_castello_de_la_plana,CAND_ES_madrid,DIRECT,<250K,1.0,3.767,313.9,0.0,5.568,6.047,6.356,5.047
METRO_ES_ciudad_lineal,CAND_ES_madrid,DIRECT,<250K,1.0,0.064,5.4,0.0,1.88,2.447,2.5,1.447
METRO_ES_cordoba,CAND_ES_madrid,DIRECT,250K-1M,2.0,3.546,295.5,0.0,5.238,5.473,6.314,3.473
METRO_ES_eixample,CAND_ES_madrid,VIA_RELAY,250K-1M,2.0,6.059,504.9,0.0,8.526,9.164,10.254,7.164
METRO_ES_elche,CAND_ES_madrid,VIA_HUB_CORRIDOR,<250K,1.0,4.233,352.7,0.0,7.223,7.768,8.414,6.768
METRO_ES_fuencarral_el_pardo,CAND_ES_madrid,DIRECT,<250K,1.0,0.113,9.4,0.0,1.905,2.002,2.295,1.002
METRO_ES_fuenlabrada,CAND_ES_madrid,DIRECT,<250K,1.0,0.2,16.6,0.0,1.858,2.233,2.402,1.233
METRO_ES_gasteiz_/_vitoria,CAND_ES_madrid,DIRECT,<250K,1.0,3.406,283.8,0.0,5.191,5.524,5.735,4.524
METRO_ES_getafe,CAND_ES_madrid,DIRECT,<250K,1.0,0.151,12.6,0.0,2.238,2.446,2.674,1.446
METRO_ES_gijon,CAND_ES_madrid,VIA_HUB_CORRIDOR,250K-1M,2.0,4.619,384.9,0.0,7.532,8.322,8.707,6.322
METRO_ES_granada,CAND_ES_madrid,VIA_RELAY,<250K,1.0,4.662,388.5,0.0,7.376,8.182,8.434,7.182
METRO_ES_horta_guinardo,CAND_ES_madrid,VIA_RELAY,<250K,1.0,6.089,507.5,0.0,8.834,9.711,10.534,8.711
METRO_ES_jerez_de_la_frontera,CAND_ES_madrid,VIA_HUB_CORRIDOR,<250K,1.0,5.709,475.8,0.0,8.525,10.058,11.021,9.058
METRO_ES_latina,CAND_IT_rome,DIRECT,250K-1M,2.0,0.69,57.5,0.0,2.428,2.613,2.723,0.613
METRO_ES_leganes,CAND_ES_madrid,DIRECT,<250K,1.0,0.134,11.2,0.0,2.014,2.158,2.348,1.158
METRO_ES_lhospitalet_de_llobregat,CAND_ES_madrid,VIA_RELAY,250K-1M,2.0,5.986,498.8,0.0,8.19,8.365,10.776,6.365
METRO_ES_malaga,CAND_ES_madrid,VIA_HUB_CORRIDOR,250K-1M,2.0,5.153,429.5,0.0,8.16,9.92,10.333,7.92
METRO_ES_mostoles,CAND_ES_madrid,DIRECT,<250K,1.0,0.208,17.3,0.0,1.881,2.201,2.388,1.201
METRO_ES_murcia,CAND_ES_madrid,VIA_HUB_CORRIDOR,250K-1M,2.0,4.225,352.1,0.0,7.747,9.091,9.429,7.091
METRO_ES_nou_barris,CAND_ES_madrid,VIA_RELAY,<250K,1.0,6.12,510.0,0.0,8.678,10.022,10.366,9.022
METRO_ES_oviedo,CAND_ES_madrid,VIA_HUB_CORRIDOR,<250K,1.0,4.474,372.9,0.0,7.676,8.335,8.953,7.335
METRO_ES_palma,CAND_ES_madrid,VIA_RELAY,250K-1M,2.0,6.59,549.2,0.0,9.538,10.289,11.148,8.289
METRO_ES_pamplona,CAND_ES_madrid,DIRECT,<250K,1.0,3.805,317.1,0.0,4.942,5.752,5.973,4.752
METRO_ES_puente_de_vallecas,CAND_ES_madrid,DIRECT,<250K,1.0,0.051,4.3,0.0,1.83,2.279,2.482,1.279
METRO_ES_sabadell,CAND_ES_madrid,VIA_RELAY,<250K,1.0,6.058,504.8,0.0,7.961,8.1,9.166,7.1
METRO_ES_san_sebastian,CAND_ES_madrid,VIA_HUB_CORRIDOR,<250K,1.0,4.325,360.3,0.0,7.282,7.764,8.416,6.764
METRO_ES_sant_marti,CAND_ES_madrid,VIA_RELAY,<250K,1.0,6.112,509.4,0.0,9.108,9.576,10.304,8.576
METRO_ES_santander,CAND_ES_madrid,VIA_HUB_CORRIDOR,<250K,1.0,4.071,339.2,0.0,7.5,9.096,9.347,8.096
METRO_ES_sants_montjuic,CAND_ES_madrid,VIA_RELAY,<250K,1.0,6.043,503.6,0.0,8.362,9.131,9.979,8.131
METRO_ES_sevilla,CAND_ES_madrid,VIA_RELAY,250K-1M,2.0,4.689,390.8,0.0,7.28,8.371,8.587,6.371
METRO_ES_terrassa,CAND_ES_madrid,VIA_RELAY,<250K,1.0,5.96,496.7,0.0,8.315,9.183,9.289,8.183
METRO_ES_valencia,CAND_ES_madrid,DIRECT,250K-1M,2.0,3.628,302.4,0.0,5.257,5.751,5.93,3.751
METRO_ES_valladolid,CAND_ES_madrid,DIRECT,250K-1M,2.0,1.946,162.2,0.0,3.268,3.889,4.016,1.889
METRO_ES_vigo,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,19.316,1609.6,0.0,27.224,29.451,30.527,27.451
METRO_ES_zaragoza,CAND_ES_madrid,DIRECT,250K-1M,2.0,3.289,274.1,0.0,5.002,5.5,5.931,3.5
METRO_FI_espoo,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,11.908,992.3,0.0,13.841,15.126,16.637,13.126
METRO_FI_helsinki,CAND_PL_lodz,VIA_RELAY,1M+,4.0,11.92,993.3,0.0,13.347,14.451,15.217,10.451
METRO_FI_tampere,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,13.724,1143.6,0.0,17.789,18.8,21.024,16.8
METRO_FI_turku,CAND_PL_lodz,VIA_RELAY,<250K,1.0,12.275,1022.9,0.0,13.63,14.982,16.833,13.982
METRO_FI_vantaa,CAND_PL_lodz,VIA_RELAY,<250K,1.0,12.1,1008.3,0.0,14.536,15.155,17.74,14.155
METRO_FR_angers,CAND_DE_koeln,VIA_RELAY,<250K,1.0,7.996,666.3,0.0,9.742,11.017,12.563,10.017
METRO_FR_avignon,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,8.007,667.3,0.0,10.705,11.067,12.281,9.067
METRO_FR_bethune,CAND_DE_koeln,DIRECT,250K-1M,2.0,3.684,307.0,0.0,5.251,5.796,6.183,3.796
METRO_FR_bordeaux,CAND_ES_madrid,VIA_RELAY,1M+,4.0,6.65,554.2,0.0,9.059,9.858,11.136,5.858
METRO_FR_cergy_pontoise,CAND_DE_koeln,VIA_RELAY,<250K,1.0,5.088,424.0,0.0,7.248,8.305,8.538,7.305
METRO_FR_grenoble,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,7.765,647.1,0.0,9.54,10.783,11.027,8.783
METRO_FR_le_havre,CAND_DE_koeln,VIA_RELAY,<250K,1.0,6.151,512.5,0.0,8.57,9.164,9.444,8.164
METRO_FR_lille,CAND_DE_koeln,DIRECT,1M+,4.0,3.307,275.6,0.0,5.071,5.187,6.153,1.187
METRO_FR_lyon,CAND_DE_koeln,VIA_RELAY,1M+,4.0,7.165,597.0,0.0,9.237,10.349,12.189,6.349
METRO_FR_marseille,CAND_IT_rome,VIA_RELAY,1M+,4.0,7.248,604.0,0.0,9.549,9.711,10.571,5.711
METRO_FR_montpellier,CAND_ES_madrid,VIA_RELAY,250K-1M,2.0,8.634,719.5,0.0,11.518,11.722,12.553,9.722
METRO_FR_nantes,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,8.967,747.3,0.0,11.034,11.846,14.487,9.846
METRO_FR_nice,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,5.675,473.0,0.0,7.568,7.922,9.776,5.922
METRO_FR_paris,CAND_DE_koeln,VIA_RELAY,1M+,4.0,4.83,402.5,0.0,7.199,7.906,8.83,3.906
METRO_FR_reims,CAND_DE_koeln,DIRECT,<250K,1.0,3.358,279.8,0.0,4.928,5.391,5.822,4.391
METRO_FR_rennes,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,9.317,776.4,0.0,11.312,13.013,14.43,11.013
METRO_FR_rouen,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,5.411,450.9,0.0,7.51,8.245,9.348,6.245
METRO_FR_saint_etienne,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,7.704,642.0,0.0,10.299,11.225,11.653,9.225
METRO_FR_strasbourg,CAND_DE_koeln,DIRECT,250K-1M,2.0,3.209,267.4,0.0,4.61,5.316,6.088,3.316
METRO_FR_toulon,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,6.718,559.8,0.0,9.512,9.767,10.163,7.767
METRO_FR_toulouse,CAND_ES_madrid,VIA_RELAY,1M+,4.0,6.64,553.4,0.0,8.956,9.18,9.639,5.18
METRO_FR_tours,CAND_DE_koeln,VIA_RELAY,250K-1M,2.0,7.206,600.5,0.0,8.935,9.642,10.45,7.642
METRO_FR_valenciennes,CAND_DE_koeln,DIRECT,250K-1M,2.0,2.994,249.5,0.0,4.545,5.014,5.11,3.014
METRO_GR_athens,CAND_IT_rome,VIA_RELAY,1M+,4.0,12.595,1049.6,0.0,14.075,14.369,16.369,10.369
METRO_GR_patras,CAND_IT_rome,VIA_RELAY,<250K,1.0,10.911,909.2,0.0,13.067,13.742,14.647,12.742
METRO_GR_piraeus,CAND_IT_rome,VIA_RELAY,<250K,1.0,12.556,1046.3,0.0,15.932,16.466,16.948,15.466
METRO_GR_thessaloniki,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,15.613,1301.1,0.0,17.463,20.491,22.793,18.491
METRO_HR_split,CAND_IT_rome,VIA_RELAY,<250K,1.0,4.414,367.8,0.0,7.368,7.439,8.882,6.439
METRO_HR_zagreb,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,6.205,517.1,0.0,8.202,8.494,10.038,6.494
METRO_HU_budapest,CAND_PL_lodz,VIA_RELAY,1M+,4.0,5.726,477.2,0.0,8.568,8.95,11.027,4.95
METRO_HU_debrecen,CAND_PL_lodz,VIA_RELAY,<250K,1.0,6.947,578.9,0.0,9.38,9.989,11.014,8.989
METRO_HU_miskolc,CAND_PL_lodz,VIA_RELAY,<250K,1.0,5.38,448.4,0.0,7.627,8.528,9.462,7.528
METRO_HU_szeged,CAND_PL_lodz,VIA_RELAY,<250K,1.0,7.616,634.6,0.0,10.119,10.409,12.747,9.409
METRO_IT_bari,CAND_IT_rome,VIA_HUB_CORRIDOR,250K-1M,2.0,4.476,373.0,0.0,7.772,8.4,10.011,6.4
METRO_IT_barletta,CAND_IT_rome,DIRECT,250K-1M,2.0,3.84,320.0,0.0,5.222,6.525,6.684,4.525
METRO_IT_bergamo,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,5.768,480.6,0.0,8.258,8.931,9.982,6.931
METRO_IT_bologna,CAND_IT_rome,DIRECT,250K-1M,2.0,3.654,304.5,0.0,5.857,6.119,6.512,4.119
METRO_IT_brescia,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,5.342,445.2,0.0,7.255,7.732,9.622,5.732
METRO_IT_busto_arsizio,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,6.144,512.0,0.0,8.799,9.338,10.383,7.338
METRO_IT_cagliari,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,4.942,411.9,0.0,7.406,8.099,8.73,6.099
METRO_IT_caserta,CAND_IT_rome,DIRECT,250K-1M,2.0,2.123,176.9,0.0,3.891,4.317,4.699,2.317
METRO_IT_catania,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,6.431,535.9,0.0,9.355,9.61,9.714,7.61
METRO_IT_como,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,6.179,514.9,0.0,8.383,9.434,9.853,7.434
METRO_IT_florence,CAND_IT_rome,DIRECT,250K-1M,2.0,2.806,233.8,0.0,4.498,4.788,5.095,2.788
METRO_IT_genoa,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,4.826,402.2,0.0,7.154,7.644,8.012,5.644
METRO_IT_latina,CAND_IT_rome,DIRECT,250K-1M,2.0,0.69,57.5,0.0,2.59,2.967,3.2,0.967
METRO_IT_lecco,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,6.078,506.5,0.0,7.94,8.769,9.266,6.769
METRO_IT_messina,CAND_IT_rome,VIA_HUB_CORRIDOR,<250K,1.0,6.207,517.3,0.0,10.423,10.648,11.326,9.648
METRO_IT_milan,CAND_IT_rome,VIA_RELAY,1M+,4.0,5.784,482.0,0.0,8.635,9.088,9.312,5.088
METRO_IT_modena,CAND_IT_rome,DIRECT,250K-1M,2.0,3.987,332.2,0.0,5.617,6.116,6.682,4.116
METRO_IT_naples,CAND_IT_rome,DIRECT,1M+,4.0,2.24,186.7,0.4,3.914,4.2,4.651,0.2
METRO_IT_nola,CAND_IT_rome,DIRECT,250K-1M,2.0,2.395,199.6,0.0,3.805,4.027,4.374,2.027
METRO_IT_padova,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,4.746,395.6,0.0,7.342,7.469,7.861,5.469
METRO_IT_palermo,CAND_DE_koeln,VIA_DC_TRANSFER,250K-1M,2.0,21.544,1795.4,0.0,25.208,26.14,29.125,24.14
METRO_IT_parma,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,4.421,368.4,0.0,7.381,7.618,7.945,5.618
METRO_IT_pescara,CAND_IT_rome,DIRECT,250K-1M,2.0,1.836,153.0,0.0,3.554,3.843,4.182,1.843
METRO_IT_prato,CAND_IT_rome,DIRECT,<250K,1.0,2.992,249.3,0.0,4.257,4.429,4.719,3.429
METRO_IT_reggio_calabria,CAND_IT_rome,VIA_HUB_CORRIDOR,<250K,1.0,6.342,528.6,0.0,8.94,10.218,11.254,9.218
METRO_IT_salerno,CAND_IT_rome,DIRECT,250K-1M,2.0,2.805,233.8,0.0,4.313,4.942,5.196,2.942
METRO_IT_seregno,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,5.939,495.0,0.0,8.141,8.884,9.307,6.884
METRO_IT_taranto,CAND_IT_rome,VIA_HUB_CORRIDOR,250K-1M,2.0,5.178,431.5,0.0,8.955,9.052,10.051,7.052
METRO_IT_treviso,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,5.044,420.3,0.0,8.056,8.608,8.78,6.608
METRO_IT_trieste,CAND_IT_rome,VIA_RELAY,<250K,1.0,5.16,430.0,0.0,7.513,8.14,8.58,7.14
METRO_IT_turin,CAND_IT_rome,VIA_RELAY,1M+,4.0,6.307,525.6,0.0,8.715,9.048,9.549,5.048
METRO_IT_verona,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,4.946,412.2,0.0,7.283,8.006,9.505,6.006
METRO_IT_vicenza,CAND_IT_rome,VIA_RELAY,250K-1M,2.0,4.969,414.1,0.0,7.341,8.206,9.169,6.206
METRO_LT_kaunas,CAND_PL_lodz,VIA_RELAY,250K-1M,2.0,5.855,487.8,0.0,8.665,9.685,10.083,7.685
METRO_LT_klaipeda,CAND_PL_lodz,VIA_RELAY,<250K,1.0,5.417,451.4,0.0,7.395,8.278,9.766,7.278
