year,node_id,node_type,service_class,pop_bracket,country,assigned_dc_id,route_id,service_mode,route_backed,n_relay_hubs,n_consol_hubs,route_drive_hr,total_hub_dwell_hr,travel_elapsed_hr,last_mile_hr,otd_hours,otd_bucket,purchase_prob,annual_potential_units,annual_realized_units
2027,METRO_BE_brussels,metro,METRO_1M+,1M+,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_brussels__DIRECT,DIRECT,True,0,1,2.192,2.0,4.192,4.0,8.192,0,1.0,538.8731358740679,538.8731358740679
2027,METRO_BE_antwerp,metro,METRO_1M+,1M+,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_antwerp__DIRECT,DIRECT,True,0,1,2.169,2.0,4.169,4.0,8.169,0,1.0,267.44074150787077,267.44074150787077
2027,METRO_BE_liege,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_liege__DIRECT,DIRECT,True,0,1,1.233,2.0,3.233,2.0,5.2330000000000005,0,1.0,172.6389861226181,172.6389861226181
2027,METRO_BE_gent,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_gent__DIRECT,DIRECT,True,0,1,2.72,2.0,4.72,2.0,6.72,0,1.0,120.7474989643745,120.7474989643745
2027,METRO_BE_charleroi,metro,METRO_250K-1M,250K-1M,BE,CAND_DE_koeln,CAND_DE_koeln__METRO_BE_charleroi__DIRECT,DIRECT,True,0,1,2.23,2.0,4.23,2.0,6.23,0,1.0,104.78088753106877,104.78088753106877
2027,METRO_DE_berlin,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_berlin__VIA_HUB_CORRIDOR,VIA_HUB_CORRIDOR,True,0,2,5.794,4.0,9.794,4.0,13.794,0,1.0,888.2093712315591,888.2093712315591
2027,METRO_DE_hamburg,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_hamburg__VIA_HUB_CORRIDOR,VIA_HUB_CORRIDOR,True,0,2,4.323,4.0,8.323,4.0,12.323,0,1.0,443.6095856318155,443.6095856318155
2027,METRO_DE_munich,metro,METRO_1M+,1M+,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_munich__VIA_HUB_CORRIDOR,VIA_HUB_CORRIDOR,True,0,2,5.595,4.0,9.595,4.0,13.595,0,1.0,396.07998717126384,396.07998717126384
2027,METRO_DE_koeln,metro,METRO_UNKNOWN,,DE,CAND_DE_koeln,SELF::CAND_DE_koeln,DC_LOCAL,True,0,1,0.0,0.0,0.0,1.0,1.0,0,1.0,239.6283922386146,239.6283922386146
2027,METRO_DE_frankfurt_am_main,metro,METRO_250K-1M,250K-1M,DE,CAND_DE_koeln,CAND_DE_koeln__METRO_DE_frankfurt_am_main__DIRECT,DIRECT,True,0,1,1.832,2.0,3.832,2.0,5.832,0,1.0,164.37319467607446,164.37319467607446
