cand_id,node_id,dist_km,t_base_hr
CAND_DE_berlin,METRO_BE_brussels,781.5710562758888,7.8157105627588885
CAND_DE_berlin,METRO_BE_antwerp,761.6308599754562,7.6163085997545625
CAND_DE_berlin,METRO_BE_liege,697.1151425160057,6.971151425160056
CAND_DE_berlin,METRO_BE_gent,823.2632185848878,8.232632185848878
CAND_DE_berlin,METRO_BE_charleroi,796.1693728521699,7.961693728521698
CAND_DE_berlin,METRO_DE_berlin,0.0,0.0
CAND_DE_berlin,METRO_DE_hamburg,306.2661708754053,3.062661708754053
CAND_DE_berlin,METRO_DE_munich,605.8285863185081,6.0582858631850804
CAND_DE_berlin,METRO_DE_koeln,574.3456147815905,5.7434561478159045
CAND_DE_berlin,METRO_DE_frankfurt_am_main,508.4081981266672,5.084081981266672
CAND_DE_berlin,METRO_DE_duesseldorf,573.2856099730933,5.732856099730933
CAND_DE_berlin,METRO_DE_stuttgart,614.2541339612528,6.142541339612528
CAND_DE_berlin,METRO_DE_leipzig,179.72710993999377,1.7972710993999377
CAND_DE_berlin,METRO_DE_dresden,198.46716838286474,1.9846716838286473
CAND_DE_berlin,METRO_DE_dortmund,506.20465673904926,5.062046567390492
CAND_DE_berlin,METRO_DE_essen,544.4842015901834,5.444842015901834
CAND_DE_berlin,METRO_DE_bremen,378.4551574818273,3.784551574818273
CAND_DE_berlin,METRO_DE_hannover,299.7317146945649,2.997317146945649
CAND_DE_berlin,METRO_DE_duisburg,565.0462315387862,5.650462315387862
CAND_DE_berlin,METRO_DE_nuernberg,454.061530460397,4.54061530460397
CAND_DE_berlin,METRO_DE_wandsbek,301.92639491765834,3.0192639491765836
CAND_DE_berlin,METRO_DE_bochum,527.2959867666333,5.272959867666333
CAND_DE_berlin,METRO_DE_bochum_hordel,529.7299058462972,5.297299058462972
CAND_DE_berlin,METRO_DE_mannheim,579.6750676391646,5.796750676391646
CAND_DE_berlin,METRO_DE_wuppertal,542.5509054556653,5.425509054556653
CAND_DE_berlin,METRO_DE_bielefeld,403.43448135868863,4.034344813586887
CAND_DE_berlin,METRO_DE_karlsruhe,630.9468292787154,6.309468292787154
CAND_DE_berlin,METRO_DE_bonn,574.755168354472,5.747551683544719
CAND_DE_berlin,METRO_DE_marienthal,300.92111828637593,3.0092111828637593
CAND_DE_berlin,METRO_DE_hamburg_nord,309.31863814226847,3.0931863814226848
CAND_DE_berlin,METRO_DE_wiesbaden,539.7237765148554,5.397237765148555
CAND_DE_berlin,METRO_DE_muenster,478.40987983787437,4.784098798378744
CAND_DE_berlin,METRO_DE_gelsenkirchen,535.8658047835121,5.358658047835121
CAND_DE_berlin,METRO_DE_aachen,649.5306518846681,6.495306518846681
CAND_DE_berlin,METRO_DE_moenchengladbach,601.2063138261555,6.012063138261555
CAND_DE_berlin,METRO_DE_augsburg,593.7279718900381,5.937279718900381
CAND_DE_berlin,METRO_DE_eimsbuettel,310.38124115413274,3.1038124115413273
CAND_DE_berlin,METRO_DE_altona,310.6961848613579,3.106961848613579
CAND_DE_berlin,METRO_DE_chemnitz,228.81994459095375,2.2881994459095374
CAND_DE_berlin,METRO_DE_braunschweig,237.31099767705416,2.3731099767705417
CAND_DE_berlin,METRO_DE_krefeld,585.7428851683461,5.857428851683461
CAND_DE_berlin,METRO_DE_halle_saale,182.14376130064952,1.821437613006495
CAND_DE_berlin,METRO_DE_hamburg_mitte,304.7074074757479,3.047074074757479
CAND_DE_berlin,METRO_DE_kiel,353.9460488613775,3.5394604886137753
CAND_DE_berlin,METRO_DE_magdeburg,154.60434654105424,1.5460434654105424
CAND_DE_berlin,METRO_DE_neue_neustadt,153.26054717923986,1.5326054717923987
CAND_DE_berlin,METRO_DE_oberhausen,555.507875902692,5.55507875902692
CAND_DE_berlin,METRO_DE_freiburg,767.6007311894574,7.676007311894574
CAND_DE_berlin,METRO_DE_luebeck,282.04820318239047,2.8204820318239046
CAND_DE_berlin,METRO_DE_erfurt,284.77823363458185,2.8477823363458183
CAND_DE_berlin,METRO_DE_harburg,302.19697734856044,3.0219697734856044
CAND_DE_berlin,METRO_DE_hagen,512.4044854462729,5.1240448544627295
CAND_DE_berlin,METRO_DE_rostock,231.98590685063596,2.3198590685063594
CAND_DE_berlin,METRO_DE_kassel,359.8444079150054,3.598444079150054
CAND_DE_berlin,METRO_DE_hamm,471.6446364337786,4.716446364337786
CAND_DE_berlin,METRO_DE_mainz,546.1507424071142,5.461507424071142
CAND_DE_berlin,METRO_DE_saarbruecken,694.7709719757406,6.947709719757406
CAND_DE_berlin,METRO_DE_herne,524.293400990162,5.24293400990162
CAND_DE_berlin,METRO_DE_muelheim,555.9805731532452,5.559805731532452
CAND_DE_berlin,METRO_DE_neukoelln,6.520764385565449,0.06520764385565449
CAND_DE_berlin,METRO_DE_osnabrueck,437.6407172489092,4.376407172489092
CAND_DE_berlin,METRO_DE_solingen,551.4941042338579,5.514941042338579
CAND_DE_berlin,METRO_NL_amsterdam,692.8277998832812,6.928277998832812
CAND_DE_berlin,METRO_NL_rotterdam,733.9669535695642,7.339669535695642
CAND_DE_berlin,METRO_NL_the_hague,745.4021973580531,7.454021973580531
CAND_DE_berlin,METRO_NL_utrecht,678.2876222110759,6.782876222110759
CAND_DE_berlin,METRO_NL_eindhoven,667.3969382533973,6.673969382533972
CAND_DE_berlin,METRO_NL_tilburg,694.5307874088213,6.945307874088213
CAND_DE_berlin,METRO_NL_groningen,558.7233520057226,5.587233520057226
CAND_DE_berlin,METRO_NL_almere_stad,666.5419675742427,6.665419675742426
