year,node_id,units,revenue
2027,METRO_FR_valenciennes,0.0,0.0
2027,METRO_FR_reims,0.0,0.0
2027,METRO_FR_le_havre,0.0,0.0
2027,METRO_FR_cergy_pontoise,0.0,0.0
2027,METRO_FR_angers,0.0,0.0
2027,METRO_IE_dublin,0.0,0.0
2027,METRO_IE_cork,0.0,0.0
2027,METRO_IE_dun_laoghaire,0.0,0.0
2027,METRO_IT_rome,0.0,0.0
2027,METRO_IT_milan,0.0,0.0
2027,METRO_IT_naples,0.0,0.0
2027,METRO_IT_turin,0.0,0.0
2027,METRO_IT_bergamo,0.0,0.0
2027,METRO_IT_palermo,0.0,0.0
2027,METRO_IT_bologna,0.0,0.0
2027,METRO_IT_florence,0.0,0.0
2027,METRO_IT_padova,0.0,0.0
2027,METRO_IT_genoa,0.0,0.0
2027,METRO_IT_busto_arsizio,0.0,0.0
2027,METRO_IT_verona,0.0,0.0
2027,METRO_IT_seregno,0.0,0.0
2027,METRO_IT_bari,0.0,0.0
2027,METRO_IT_catania,0.0,0.0
2027,METRO_IT_brescia,0.0,0.0
2027,METRO_IT_como,0.0,0.0
2027,METRO_IT_cagliari,0.0,0.0
2027,METRO_IT_latina,0.0,0.0
2027,METRO_IT_taranto,0.0,0.0
2027,METRO_IT_caserta,0.0,0.0
2027,METRO_IT_salerno,0.0,0.0
2027,METRO_IT_treviso,0.0,0.0
2027,METRO_IT_pescara,0.0,0.0
2027,METRO_IT_modena,0.0,0.0
2027,METRO_IT_barletta,0.0,0.0
2027,METRO_IT_parma,0.0,0.0
2027,METRO_IT_vicenza,0.0,0.0
2027,METRO_IT_nola,0.0,0.0
2027,METRO_IT_lecco,0.0,0.0
2027,METRO_IT_messina,0.0,0.0
2027,METRO_IT_trieste,0.0,0.0
2027,METRO_IT_prato,0.0,0.0
2027,METRO_IT_reggio_calabria,0.0,0.0
2027,METRO_PT_lisbon,0.0,0.0
2027,METRO_PT_porto,0.0,0.0
2027,METRO_PT_amadora,0.0,0.0
2027,METRO_ES_madrid,0.0,0.0
2027,METRO_ES_barcelona,0.0,0.0
2027,METRO_ES_valencia,0.0,0.0
2027,METRO_ES_zaragoza,0.0,0.0
2027,METRO_ES_sevilla,0.0,0.0
2027,METRO_ES_malaga,0.0,0.0
2027,METRO_ES_murcia,0.0,0.0
2027,METRO_ES_palma,0.0,0.0
2027,METRO_ES_alicante,0.0,0.0
2027,METRO_ES_las_palmas_de_gran_canaria,0.0,0.0
2027,METRO_ES_bilbao,0.0,0.0
2027,METRO_ES_cordoba,0.0,0.0
2027,METRO_ES_vigo,0.0,0.0
2027,METRO_ES_valladolid,0.0,0.0
2027,METRO_ES_gijon,0.0,0.0
2027,METRO_ES_eixample,0.0,0.0
2027,METRO_ES_l_hospitalet_de_llobregat,0.0,0.0
2027,METRO_ES_latina,0.0,0.0
2027,METRO_ES_carabanchel,0.0,0.0
2027,METRO_ES_a_coruna,0.0,0.0
2027,METRO_ES_puente_de_vallecas,0.0,0.0
2027,METRO_ES_sant_marti,0.0,0.0
2027,METRO_ES_gasteiz_vitoria,0.0,0.0
2027,METRO_ES_granada,0.0,0.0
2027,METRO_ES_elche,0.0,0.0
2027,METRO_ES_ciudad_lineal,0.0,0.0
2027,METRO_ES_oviedo,0.0,0.0
2027,METRO_ES_santa_cruz_de_tenerife,0.0,0.0
2027,METRO_ES_fuencarral_el_pardo,0.0,0.0
2027,METRO_ES_badalona,0.0,0.0
2027,METRO_ES_cartagena,0.0,0.0
2027,METRO_ES_terrassa,0.0,0.0
2027,METRO_ES_jerez_de_la_frontera,0.0,0.0
2027,METRO_ES_sabadell,0.0,0.0
2027,METRO_ES_mostoles,0.0,0.0
2027,METRO_ES_alcala_de_henares,0.0,0.0
2027,METRO_ES_pamplona,0.0,0.0
2027,METRO_ES_fuenlabrada,0.0,0.0
2027,METRO_ES_almeria,0.0,0.0
2027,METRO_ES_leganes,0.0,0.0
2027,METRO_ES_san_sebastian,0.0,0.0
2027,METRO_ES_sants_montjuic,0.0,0.0
2027,METRO_ES_santander,0.0,0.0
2027,METRO_ES_castello_de_la_plana,0.0,0.0
2027,METRO_ES_burgos,0.0,0.0
2027,METRO_ES_albacete,0.0,0.0
2027,METRO_ES_horta_guinardo,0.0,0.0
2027,METRO_ES_alcorcon,0.0,0.0
2027,METRO_ES_getafe,0.0,0.0
2027,METRO_ES_nou_barris,0.0,0.0
2027,METRO_CH_zurich,0.0,0.0
2027,METRO_CH_geneva,0.0,0.0
2027,METRO_CH_basel,0.0,0.0
2027,METRO_CH_lausanne,0.0,0.0
2027,METRO_CH_bern,0.0,0.0
2027,METRO_BG_sofia,0.0,0.0
2027,METRO_BG_plovdiv,0.0,0.0
2027,METRO_BG_varna,0.0,0.0
2027,METRO_BG_burgas,0.0,0.0
2027,METRO_HR_zagreb,0.0,0.0
2027,METRO_HR_split,0.0,0.0
2027,METRO_CY_nicosia,0.0,0.0
2027,METRO_CZ_prague,0.0,0.0
2027,METRO_CZ_brno,0.0,0.0
2027,METRO_CZ_ostrava,0.0,0.0
2027,METRO_CZ_pilsen,0.0,0.0
2027,METRO_GR_athens,0.0,0.0
2027,METRO_GR_thessaloniki,0.0,0.0
2027,METRO_GR_patras,0.0,0.0
2027,METRO_GR_piraeus,0.0,0.0
2027,METRO_HU_budapest,0.0,0.0
2027,METRO_HU_debrecen,0.0,0.0
2027,METRO_HU_miskolc,0.0,0.0
2027,METRO_HU_szeged,0.0,0.0
2027,METRO_RO_bucharest,0.0,0.0
2027,METRO_RO_iasi,0.0,0.0
2027,METRO_RO_cluj_napoca,0.0,0.0
2027,METRO_RO_timisoara,0.0,0.0
2027,METRO_RO_craiova,0.0,0.0
2027,METRO_RO_constanta,0.0,0.0
2027,METRO_RO_galati,0.0,0.0
2027,METRO_RO_brasov,0.0,0.0
2027,METRO_RO_ploiesti,0.0,0.0
2027,METRO_RO_braila,0.0,0.0
2027,METRO_RO_oradea,0.0,0.0
2027,METRO_RO_bacau,0.0,0.0
2027,METRO_RO_arad,0.0,0.0
2027,METRO_RO_pitesti,0.0,0.0
2027,METRO_MT_valletta,0.0,0.0
2027,METRO_SK_bratislava,0.0,0.0
2027,METRO_SK_kosice,0.0,0.0
2027,METRO_SI_ljubljana,0.0,0.0
2027,METRO_LU_luxembourg,20.0,9072.0
2027,NONMETRO_AT,0.0,0.0
2027,NONMETRO_BE,1743.0,789960.0
2027,NONMETRO_BG,0.0,0.0
2027,NONMETRO_CH,0.0,0.0
2027,NONMETRO_CY,0.0,0.0
2027,NONMETRO_CZ,0.0,0.0
2027,NONMETRO_DE,14630.0,6636240.0
2027,NONMETRO_DK,0.0,0.0
2027,NONMETRO_EE,0.0,0.0
2027,NONMETRO_ES,0.0,0.0
2027,NONMETRO_FI,0.0,0.0
2027,NONMETRO_FR,0.0,0.0
2027,NONMETRO_GR,0.0,0.0
2027,NONMETRO_HR,0.0,0.0
2027,NONMETRO_HU,0.0,0.0
2027,NONMETRO_IE,0.0,0.0
2027,NONMETRO_IT,0.0,0.0
2027,NONMETRO_LT,0.0,0.0
2027,NONMETRO_LU,155.0,71040.0
2027,NONMETRO_LV,0.0,0.0
2027,NONMETRO_MT,0.0,0.0
2027,NONMETRO_NL,3473.0,1575240.0
2027,NONMETRO_NO,0.0,0.0
2027,NONMETRO_PL,0.0,0.0
2027,NONMETRO_PT,0.0,0.0
2027,NONMETRO_RO,0.0,0.0
2027,NONMETRO_SE,0.0,0.0
2027,NONMETRO_SI,0.0,0.0
2027,NONMETRO_SK,0.0,0.0
2028,METRO_BE_brussels,976.0,442713.6
2028,METRO_BE_antwerp,484.0,219542.4
2028,METRO_BE_liege,313.0,141976.8
2028,METRO_BE_gent,218.0,98884.8
2028,METRO_BE_charleroi,190.0,86184.0
2028,METRO_DE_berlin,1616.0,733017.6000000001
2028,METRO_DE_hamburg,806.0,365601.6
2028,METRO_DE_munich,723.0,327952.8
2028,METRO_DE_koeln,436.0,197769.6
2028,METRO_DE_frankfurt_am_main,306.0,138801.6
2028,METRO_DE_duesseldorf,291.0,131997.6
2028,METRO_DE_stuttgart,288.0,130636.8
2028,METRO_DE_leipzig,277.0,125647.2
2028,METRO_DE_dresden,270.0,122472.0
2028,METRO_DE_dortmund,266.0,120657.6
2028,METRO_DE_essen,262.0,118843.2
2028,METRO_DE_bremen,257.0,116575.2
2028,METRO_DE_hannover,243.0,110224.8
2028,METRO_DE_duisburg,240.0,108864.0
2028,METRO_DE_nuernberg,230.0,104328.0
2028,METRO_DE_wandsbek,187.0,84823.2
2028,METRO_DE_bochum,173.0,78472.8
2028,METRO_DE_bochum_hordel,172.0,78019.2
2028,METRO_DE_mannheim,158.0,71668.8
2028,METRO_DE_wuppertal,157.0,71215.2
2028,METRO_DE_bielefeld,151.0,68493.6
2028,METRO_DE_karlsruhe,147.0,66679.2
2028,METRO_DE_bonn,145.0,65772.0
2028,METRO_DE_marienthal,131.0,59421.60000000001
2028,METRO_DE_hamburg_nord,129.0,58514.4
2028,METRO_DE_wiesbaden,124.0,56246.4
2028,METRO_DE_muenster,126.0,57153.60000000001
2028,METRO_DE_gelsenkirchen,122.0,55339.2
2028,METRO_DE_aachen,122.0,55339.2
2028,METRO_DE_moenchengladbach,119.0,53978.4
2028,METRO_DE_augsburg,121.0,54885.60000000001
2028,METRO_DE_eimsbuettel,114.0,51710.4
2028,METRO_DE_altona,113.0,51256.8
2028,METRO_DE_chemnitz,113.0,51256.8
2028,METRO_DE_braunschweig,112.0,50803.2
2028,METRO_DE_krefeld,108.0,48988.8
2028,METRO_DE_halle_saale,107.0,48535.2
2028,METRO_DE_hamburg_mitte,107.0,48535.2
2028,METRO_DE_kiel,107.0,48535.2
2028,METRO_DE_magdeburg,105.0,47628.0
2028,METRO_DE_neue_neustadt,102.0,46267.2
2028,METRO_DE_oberhausen,99.0,44906.4
2028,METRO_DE_freiburg,101.0,45813.60000000001
2028,METRO_DE_luebeck,97.0,43999.2
2028,METRO_DE_erfurt,94.0,42638.4
2028,METRO_DE_harburg,95.0,43092.0
2028,METRO_DE_hagen,90.0,40824.0
2028,METRO_DE_rostock,91.0,41277.6
2028,METRO_DE_kassel,89.0,40370.4
2028,METRO_DE_hamm,84.0,38102.4
2028,METRO_DE_mainz,85.0,38556.0
2028,METRO_DE_saarbruecken,82.0,37195.2
2028,METRO_DE_herne,78.0,35380.8
2028,METRO_DE_muelheim,78.0,35380.8
2028,METRO_DE_neukoelln,75.0,34020.0
2028,METRO_DE_osnabrueck,77.0,34927.2
2028,METRO_DE_solingen,75.0,34020.0
2028,METRO_NL_amsterdam,545.0,247212.0
2028,METRO_NL_rotterdam,468.0,212284.8
2028,METRO_NL_the_hague,332.0,150595.2
2028,METRO_NL_utrecht,265.0,120204.0
2028,METRO_NL_eindhoven,171.0,77565.6
2028,METRO_NL_tilburg,91.0,41277.6
2028,METRO_NL_groningen,83.0,37648.8
2028,METRO_NL_almere_stad,81.0,36741.6
2028,METRO_NL_breda,76.0,34473.6
2028,METRO_DK_copenhagen,357.0,161935.2
2028,METRO_DK_arhus,61.0,27669.6
2028,METRO_EE_tallinn,115.0,52164.0
2028,METRO_FI_helsinki,344.0,156038.4
2028,METRO_FI_tampere,89.0,40370.4
2028,METRO_FI_espoo,67.0,30391.2
2028,METRO_FI_vantaa,49.0,22226.4
2028,METRO_FI_turku,45.0,20412.0
2028,METRO_LV_riga,152.0,68947.2
2028,METRO_LT_vilnius,135.0,61236.0
2028,METRO_LT_kaunas,95.0,43092.0
2028,METRO_LT_klaipeda,49.0,22226.4
2028,METRO_NO_oslo,290.0,131544.0
2028,METRO_NO_bergen,54.0,24494.4
2028,METRO_PL_warsaw,450.0,204120.0
2028,METRO_PL_krakow,192.0,87091.20000000001
2028,METRO_PL_lodz,159.0,72122.40000000001
2028,METRO_PL_wroclaw,160.0,72576.0
2028,METRO_PL_poznan,128.0,58060.8
2028,METRO_PL_gdansk,116.0,52617.60000000001
2028,METRO_PL_szczecin,98.0,44452.8
2028,METRO_PL_bydgoszcz,83.0,37648.8
2028,METRO_PL_lublin,81.0,36741.6
2028,METRO_PL_katowice,78.0,35380.8
2028,METRO_PL_bialystok,73.0,33112.8
2028,METRO_PL_gdynia,63.0,28576.8
2028,METRO_PL_czestochowa,61.0,27669.6
2028,METRO_PL_sosnowiec,56.0,25401.6
2028,METRO_PL_radom,56.0,25401.6
2028,METRO_PL_mokotow,53.0,24040.8
2028,METRO_PL_torun,52.0,23587.2
2028,METRO_PL_kielce,52.0,23587.2
2028,METRO_PL_gliwice,49.0,22226.4
2028,METRO_PL_zabrze,47.0,21319.2
2028,METRO_PL_bytom,46.0,20865.6
2028,METRO_PL_praga_poludnie,47.0,21319.2
2028,METRO_PL_bielsko_biala,44.0,19958.4
2028,METRO_PL_olsztyn,43.0,19504.8
2028,METRO_SE_stockholm,447.0,202759.2
2028,METRO_SE_gothenburg,165.0,74844.0
2028,METRO_SE_malmo,87.0,39463.2
2028,METRO_AT_vienna,0.0,0.0
2028,METRO_AT_graz,0.0,0.0
2028,METRO_AT_linz,0.0,0.0
2028,METRO_AT_favoriten,0.0,0.0
2028,METRO_AT_donaustadt,0.0,0.0
2028,METRO_FR_paris,0.0,0.0
2028,METRO_FR_lyon,0.0,0.0
2028,METRO_FR_marseille,0.0,0.0
2028,METRO_FR_lille,0.0,0.0
2028,METRO_FR_toulouse,0.0,0.0
2028,METRO_FR_bordeaux,0.0,0.0
2028,METRO_FR_nice,0.0,0.0
2028,METRO_FR_nantes,0.0,0.0
2028,METRO_FR_toulon,0.0,0.0
2028,METRO_FR_grenoble,0.0,0.0
2028,METRO_FR_strasbourg,0.0,0.0
2028,METRO_FR_montpellier,0.0,0.0
2028,METRO_FR_avignon,0.0,0.0
2028,METRO_FR_rouen,0.0,0.0
2028,METRO_FR_saint_etienne,0.0,0.0
2028,METRO_FR_rennes,0.0,0.0
2028,METRO_FR_tours,0.0,0.0
2028,METRO_FR_bethune,0.0,0.0
2028,METRO_FR_valenciennes,0.0,0.0
2028,METRO_FR_reims,0.0,0.0
2028,METRO_FR_le_havre,0.0,0.0
2028,METRO_FR_cergy_pontoise,0.0,0.0
2028,METRO_FR_angers,0.0,0.0
2028,METRO_IE_dublin,0.0,0.0
2028,METRO_IE_cork,0.0,0.0
2028,METRO_IE_dun_laoghaire,0.0,0.0
2028,METRO_IT_rome,0.0,0.0
2028,METRO_IT_milan,0.0,0.0
2028,METRO_IT_naples,0.0,0.0
2028,METRO_IT_turin,0.0,0.0
2028,METRO_IT_bergamo,0.0,0.0
2028,METRO_IT_palermo,0.0,0.0
2028,METRO_IT_bologna,0.0,0.0
2028,METRO_IT_florence,0.0,0.0
2028,METRO_IT_padova,0.0,0.0
2028,METRO_IT_genoa,0.0,0.0
2028,METRO_IT_busto_arsizio,0.0,0.0
2028,METRO_IT_verona,0.0,0.0
2028,METRO_IT_seregno,0.0,0.0
2028,METRO_IT_bari,0.0,0.0
2028,METRO_IT_catania,0.0,0.0
2028,METRO_IT_brescia,0.0,0.0
2028,METRO_IT_como,0.0,0.0
2028,METRO_IT_cagliari,0.0,0.0
2028,METRO_IT_latina,0.0,0.0
2028,METRO_IT_taranto,0.0,0.0
2028,METRO_IT_caserta,0.0,0.0
2028,METRO_IT_salerno,0.0,0.0
2028,METRO_IT_treviso,0.0,0.0
2028,METRO_IT_pescara,0.0,0.0
2028,METRO_IT_modena,0.0,0.0
2028,METRO_IT_barletta,0.0,0.0
2028,METRO_IT_parma,0.0,0.0
2028,METRO_IT_vicenza,0.0,0.0
2028,METRO_IT_nola,0.0,0.0
2028,METRO_IT_lecco,0.0,0.0
2028,METRO_IT_messina,0.0,0.0
2028,METRO_IT_trieste,0.0,0.0
2028,METRO_IT_prato,0.0,0.0
2028,METRO_IT_reggio_calabria,0.0,0.0
2028,METRO_PT_lisbon,0.0,0.0
2028,METRO_PT_porto,0.0,0.0
2028,METRO_PT_amadora,0.0,0.0
2028,METRO_ES_madrid,0.0,0.0
2028,METRO_ES_barcelona,0.0,0.0
2028,METRO_ES_valencia,0.0,0.0
2028,METRO_ES_zaragoza,0.0,0.0
2028,METRO_ES_sevilla,0.0,0.0
2028,METRO_ES_malaga,0.0,0.0
2028,METRO_ES_murcia,0.0,0.0
2028,METRO_ES_palma,0.0,0.0
2028,METRO_ES_alicante,0.0,0.0
2028,METRO_ES_las_palmas_de_gran_canaria,0.0,0.0
2028,METRO_ES_bilbao,0.0,0.0
2028,METRO_ES_cordoba,0.0,0.0
2028,METRO_ES_vigo,0.0,0.0
