  ,node_id,assigned_cand,t_base_hr,units
2028,METRO_DE_freiburg,CAND_DE_koeln,3.996731843,101
2028,METRO_DE_luebeck,CAND_DE_koeln,4.958499364,97
2028,METRO_DE_erfurt,CAND_DE_koeln,3.431783129,94
2028,METRO_DE_harburg,CAND_DE_koeln,4.185987761,95
2028,METRO_DE_hagen,CAND_DE_koeln,0.718382205,90
2028,METRO_DE_rostock,CAND_DE_koeln,5.954810005,91
2028,METRO_DE_kassel,CAND_DE_koeln,2.195826406,89
2028,METRO_DE_hamm,CAND_DE_koeln,1.233374939,84
2028,METRO_DE_mainz,CAND_DE_koeln,1.696580886,85
2028,METRO_DE_saarbruecken,CAND_DE_koeln,2.269888253,82
2028,METRO_DE_herne,CAND_DE_koeln,0.840136239,78
2028,METRO_DE_muelheim,CAND_DE_koeln,0.668295694,78
2028,METRO_DE_neukoelln,CAND_PL_lodz,5.037652759,75
2028,METRO_DE_osnabrueck,CAND_DE_koeln,2.006044873,77
2028,METRO_DE_solingen,CAND_DE_koeln,0.33965684,75
2028,METRO_NL_amsterdam,CAND_DE_koeln,2.569743992,545
2028,METRO_NL_rotterdam,CAND_DE_koeln,2.442708023,468
2028,METRO_NL_the_hague,CAND_DE_koeln,2.678731968,332
2028,METRO_NL_utrecht,CAND_DE_koeln,2.165347295,265
2028,METRO_NL_eindhoven,CAND_DE_koeln,1.405166603,171
2028,METRO_NL_tilburg,CAND_DE_koeln,1.760530811,91
2028,METRO_NL_groningen,CAND_DE_koeln,3.066310706,83
2028,METRO_NL_almere_stad,CAND_DE_koeln,2.396056342,81
2028,METRO_NL_breda,CAND_DE_koeln,2.013694318,76
2028,METRO_DK_copenhagen,CAND_PL_lodz,7.536857969,357
2028,METRO_DK_arhus,CAND_DE_koeln,7.43173076,61
2028,METRO_EE_tallinn,CAND_PL_lodz,10.96810952,115
2028,METRO_FI_helsinki,CAND_PL_lodz,11.91612561,344
2028,METRO_FI_tampere,CAND_PL_lodz,13.35417242,89
2028,METRO_FI_espoo,CAND_PL_lodz,11.89086881,67
2028,METRO_FI_vantaa,CAND_PL_lodz,12.09649726,49
2028,METRO_FI_turku,CAND_PL_lodz,11.76570265,45
2028,METRO_LV_riga,CAND_PL_lodz,7.784310475,152
2028,METRO_LT_vilnius,CAND_PL_lodz,6.052322544,135
2028,METRO_LT_kaunas,CAND_PL_lodz,5.471071407,95
2028,METRO_LT_klaipeda,CAND_PL_lodz,5.417204826,49
2028,METRO_NO_oslo,CAND_DE_koeln,12.31646614,290
2028,METRO_NO_bergen,CAND_DE_koeln,12.68062321,54
2028,METRO_PL_warsaw,CAND_PL_lodz,1.404086125,450
2028,METRO_PL_krakow,CAND_PL_lodz,2.313617085,192
2028,METRO_PL_lodz,CAND_PL_lodz,0,159
2028,METRO_PL_wroclaw,CAND_PL_lodz,2.21845479,160
2028,METRO_PL_poznan,CAND_PL_lodz,2.251782418,128
2028,METRO_PL_gdansk,CAND_PL_lodz,3.507859782,116
2028,METRO_PL_szczecin,CAND_PL_lodz,4.559441017,98
2028,METRO_PL_bydgoszcz,CAND_PL_lodz,2.16343575,83
2028,METRO_PL_lublin,CAND_PL_lodz,2.660486993,81
2028,METRO_PL_katowice,CAND_PL_lodz,2.052278901,78
2028,METRO_PL_bialystok,CAND_PL_lodz,3.508202817,73
2028,METRO_PL_gdynia,CAND_PL_lodz,3.74376502,63
2028,METRO_PL_czestochowa,CAND_PL_lodz,1.332157348,61
2028,METRO_PL_sosnowiec,CAND_PL_lodz,2.00409832,56
2028,METRO_PL_radom,CAND_PL_lodz,1.471542334,56
2028,METRO_PL_mokotow,CAND_PL_lodz,1.401408567,53
2028,METRO_PL_torun,CAND_PL_lodz,1.80549148,52
2028,METRO_PL_kielce,CAND_PL_lodz,1.538979481,52
2028,METRO_PL_gliwice,CAND_PL_lodz,2.076190257,49
2028,METRO_PL_zabrze,CAND_PL_lodz,2.013537336,47
2028,METRO_PL_bytom,CAND_PL_lodz,1.951704451,46
2028,METRO_PL_praga_poludnie,CAND_PL_lodz,1.466703245,47
2028,METRO_PL_bielsko_biala,CAND_PL_lodz,2.624373558,44
2028,METRO_PL_olsztyn,CAND_PL_lodz,2.804653529,43
2028,METRO_SE_stockholm,CAND_PL_lodz,10.14556338,447
2028,METRO_SE_gothenburg,CAND_PL_lodz,9.795365887,165
2028,METRO_SE_malmo,CAND_PL_lodz,7.229793634,87
2028,METRO_LU_luxembourg,CAND_DE_koeln,1.897030217,37
2028,NONMETRO_BE,CAND_DE_koeln,1.825183961,3142
2028,NONMETRO_DE,CAND_DE_koeln,2.618811449,26199
2028,NONMETRO_DK,CAND_DE_koeln,7.35898527,1102
2028,NONMETRO_EE,CAND_PL_lodz,10.3267398,214
2028,NONMETRO_FI,CAND_PL_lodz,18.11658503,821
2028,NONMETRO_LT,CAND_PL_lodz,5.6815555,413
2028,NONMETRO_LU,CAND_DE_koeln,1.684170087,283
2028,NONMETRO_LV,CAND_PL_lodz,8.38482491,300
2028,NONMETRO_NL,CAND_DE_koeln,2.668831531,6286
2028,NONMETRO_NO,CAND_PL_lodz,18.08939303,1089
2028,NONMETRO_PL,CAND_PL_lodz,0.437450315,7048
2028,NONMETRO_SE,CAND_PL_lodz,14.38267215,2005
2029,METRO_BE_brussels,CAND_DE_koeln,2.192080312,1197
2029,METRO_BE_antwerp,CAND_DE_koeln,2.168730063,594
2029,METRO_BE_liege,CAND_DE_koeln,1.232925711,384
2029,METRO_BE_gent,CAND_DE_koeln,2.719843547,268
2029,METRO_BE_charleroi,CAND_DE_koeln,2.230151033,233
2029,METRO_DE_berlin,CAND_PL_lodz,5.063899413,1978
2029,METRO_DE_hamburg,CAND_DE_koeln,4.323124437,986
2029,METRO_DE_munich,CAND_DE_koeln,5.471794971,886
2029,METRO_DE_koeln,CAND_DE_koeln,0,535
2029,METRO_DE_frankfurt_am_main,CAND_DE_koeln,1.831562636,383
2029,METRO_DE_duesseldorf,CAND_DE_koeln,0.4114939,356
2029,METRO_DE_stuttgart,CAND_DE_koeln,3.450423452,352
2029,METRO_DE_leipzig,CAND_DE_koeln,4.570199404,339
2029,METRO_DE_dresden,CAND_PL_lodz,4.867843755,331
2029,METRO_DE_dortmund,CAND_DE_koeln,0.887796304,326
2029,METRO_DE_essen,CAND_DE_koeln,0.700198958,320
2029,METRO_DE_bremen,CAND_DE_koeln,3.239641245,314
2029,METRO_DE_hannover,CAND_DE_koeln,2.997415602,298
2029,METRO_DE_duisburg,CAND_DE_koeln,0.683807755,294
2029,METRO_DE_nuernberg,CAND_DE_koeln,4.039801255,284
2029,METRO_DE_wandsbek,CAND_DE_koeln,4.36384593,229
2029,METRO_DE_bochum,CAND_DE_koeln,0.764907729,212
2029,METRO_DE_bochum_hordel,CAND_DE_koeln,0.781523689,210
2029,METRO_DE_mannheim,CAND_DE_koeln,2.321838089,194
2029,METRO_DE_wuppertal,CAND_DE_koeln,0.461875759,192
2029,METRO_DE_bielefeld,CAND_DE_koeln,1.971032114,185
2029,METRO_DE_karlsruhe,CAND_DE_koeln,2.854364445,180
2029,METRO_DE_bonn,CAND_DE_koeln,0.292352573,177
2029,METRO_DE_marienthal,CAND_DE_koeln,4.346353532,161
2029,METRO_DE_hamburg_nord,CAND_DE_koeln,4.323561785,160
2029,METRO_DE_wiesbaden,CAND_DE_koeln,1.582430804,153
2029,METRO_DE_muenster,CAND_DE_koeln,1.483675152,156
2029,METRO_DE_gelsenkirchen,CAND_DE_koeln,0.772741568,149
2029,METRO_DE_aachen,CAND_DE_koeln,0.759313624,150
2029,METRO_DE_moenchengladbach,CAND_DE_koeln,0.543010145,146
2029,METRO_DE_augsburg,CAND_DE_koeln,4.827768955,150
2029,METRO_DE_eimsbuettel,CAND_DE_koeln,4.294472213,141
2029,METRO_DE_altona,CAND_DE_koeln,4.257425944,138
2029,METRO_DE_chemnitz,CAND_DE_koeln,5.033689449,140
2029,METRO_DE_braunschweig,CAND_DE_koeln,3.456275782,138
2029,METRO_DE_krefeld,CAND_DE_koeln,0.631936755,132
2029,METRO_DE_halle_saale,CAND_DE_koeln,4.266776708,132
2029,METRO_DE_hamburg_mitte,CAND_DE_koeln,4.296737237,133
2029,METRO_DE_kiel,CAND_DE_koeln,5.203684283,132
2029,METRO_DE_magdeburg,CAND_DE_koeln,4.197424254,130
2029,METRO_DE_neue_neustadt,CAND_DE_koeln,4.211057696,125
2029,METRO_DE_oberhausen,CAND_DE_koeln,0.730618916,121
2029,METRO_DE_freiburg,CAND_DE_koeln,3.996731843,126
2029,METRO_DE_luebeck,CAND_DE_koeln,4.958499364,119
2029,METRO_DE_erfurt,CAND_DE_koeln,3.431783129,116
2029,METRO_DE_harburg,CAND_DE_koeln,4.185987761,119
2029,METRO_DE_hagen,CAND_DE_koeln,0.718382205,110
2029,METRO_DE_rostock,CAND_DE_koeln,5.954810005,111
2029,METRO_DE_kassel,CAND_DE_koeln,2.195826406,110
2029,METRO_DE_hamm,CAND_DE_koeln,1.233374939,103
2029,METRO_DE_mainz,CAND_DE_koeln,1.696580886,105
2029,METRO_DE_saarbruecken,CAND_DE_koeln,2.269888253,101
2029,METRO_DE_herne,CAND_DE_koeln,0.840136239,95
2029,METRO_DE_muelheim,CAND_DE_koeln,0.668295694,95
2029,METRO_DE_neukoelln,CAND_PL_lodz,5.037652759,92
2029,METRO_DE_osnabrueck,CAND_DE_koeln,2.006044873,95
2029,METRO_DE_solingen,CAND_DE_koeln,0.33965684,92
2029,METRO_NL_amsterdam,CAND_DE_koeln,2.569743992,669
2029,METRO_NL_rotterdam,CAND_DE_koeln,2.442708023,575
2029,METRO_NL_the_hague,CAND_DE_koeln,2.678731968,409
2029,METRO_NL_utrecht,CAND_DE_koeln,2.165347295,326
2029,METRO_NL_eindhoven,CAND_DE_koeln,1.405166603,210
2029,METRO_NL_tilburg,CAND_DE_koeln,1.760530811,112
2029,METRO_NL_groningen,CAND_DE_koeln,3.066310706,103
2029,METRO_NL_almere_stad,CAND_DE_koeln,2.396056342,100
2029,METRO_NL_breda,CAND_DE_koeln,2.013694318,94
2029,METRO_DK_copenhagen,CAND_PL_lodz,7.536857969,647
2029,METRO_DK_arhus,CAND_DE_koeln,7.43173076,112
2029,METRO_EE_tallinn,CAND_PL_lodz,10.96810952,208
2029,METRO_FI_helsinki,CAND_PL_lodz,11.91612561,623
2029,METRO_FI_tampere,CAND_PL_lodz,13.35417242,161
2029,METRO_FI_espoo,CAND_PL_lodz,11.89086881,124
2029,METRO_FI_vantaa,CAND_PL_lodz,12.09649726,89
2029,METRO_FI_turku,CAND_PL_lodz,11.76570265,83
2029,METRO_LV_riga,CAND_PL_lodz,7.784310475,272
2029,METRO_LT_vilnius,CAND_PL_lodz,6.052322544,243
2029,METRO_LT_kaunas,CAND_PL_lodz,5.471071407,172
2029,METRO_LT_klaipeda,CAND_PL_lodz,5.417204826,90
2029,METRO_NO_oslo,CAND_DE_koeln,12.31646614,529
2029,METRO_NO_bergen,CAND_DE_koeln,12.68062321,98
2029,METRO_PL_warsaw,CAND_PL_lodz,1.404086125,810
2029,METRO_PL_krakow,CAND_PL_lodz,2.313617085,346
2029,METRO_PL_lodz,CAND_PL_lodz,0,283
2029,METRO_PL_wroclaw,CAND_PL_lodz,2.21845479,289
2029,METRO_PL_poznan,CAND_PL_lodz,2.251782418,229
2029,METRO_PL_gdansk,CAND_PL_lodz,3.507859782,209
2029,METRO_PL_szczecin,CAND_PL_lodz,4.559441017,177
2029,METRO_PL_bydgoszcz,CAND_PL_lodz,2.16343575,149
2029,METRO_PL_lublin,CAND_PL_lodz,2.660486993,144
2029,METRO_PL_katowice,CAND_PL_lodz,2.052278901,140
2029,METRO_PL_bialystok,CAND_PL_lodz,3.508202817,132
2029,METRO_PL_gdynia,CAND_PL_lodz,3.74376502,114
2029,METRO_PL_czestochowa,CAND_PL_lodz,1.332157348,109
2029,METRO_PL_sosnowiec,CAND_PL_lodz,2.00409832,100
2029,METRO_PL_radom,CAND_PL_lodz,1.471542334,101
2029,METRO_PL_mokotow,CAND_PL_lodz,1.401408567,95
2029,METRO_PL_torun,CAND_PL_lodz,1.80549148,93
2029,METRO_PL_kielce,CAND_PL_lodz,1.538979481,93
2029,METRO_PL_gliwice,CAND_PL_lodz,2.076190257,87
2029,METRO_PL_zabrze,CAND_PL_lodz,2.013537336,85
2029,METRO_PL_bytom,CAND_PL_lodz,1.951704451,83
2029,METRO_PL_praga_poludnie,CAND_PL_lodz,1.466703245,84
2029,METRO_PL_bielsko_biala,CAND_PL_lodz,2.624373558,79
2029,METRO_PL_olsztyn,CAND_PL_lodz,2.804653529,77
2029,METRO_SE_stockholm,CAND_PL_lodz,10.14556338,813
2029,METRO_SE_gothenburg,CAND_PL_lodz,9.795365887,300
2029,METRO_SE_malmo,CAND_PL_lodz,7.229793634,159
2029,METRO_AT_vienna,CAND_PL_lodz,5.44603467,516
2029,METRO_AT_graz,CAND_PL_lodz,7.180378493,58
2029,METRO_AT_linz,CAND_PL_lodz,6.41045427,52
2029,METRO_AT_favoriten,CAND_PL_lodz,5.497585902,53
2029,METRO_AT_donaustadt,CAND_PL_lodz,5.38030418,52
2029,METRO_FR_paris,CAND_DE_koeln,4.830300704,2909
2029,METRO_FR_lyon,CAND_DE_koeln,7.164566467,459
2029,METRO_FR_marseille,CAND_ES_madrid,9.804933298,421
2029,METRO_FR_lille,CAND_DE_koeln,3.306945681,280
2029,METRO_FR_toulouse,CAND_ES_madrid,6.640387979,279
2029,METRO_FR_bordeaux,CAND_ES_madrid,6.649994004,263
2029,METRO_FR_nice,CAND_DE_koeln,9.651749161,244
2029,METRO_FR_nantes,CAND_DE_koeln,8.926092601,183
2029,METRO_FR_toulon,CAND_ES_madrid,10.23540191,152
2029,METRO_FR_grenoble,CAND_DE_koeln,7.765334766,139
2029,METRO_FR_strasbourg,CAND_DE_koeln,3.208967539,126
2029,METRO_FR_montpellier,CAND_ES_madrid,8.634208196,126
2029,METRO_FR_avignon,CAND_DE_koeln,9.517430625,124
2029,METRO_FR_rouen,CAND_DE_koeln,5.377540541,122
2029,METRO_FR_saint_etienne,CAND_DE_koeln,7.682121496,97
2029,METRO_FR_rennes,CAND_DE_koeln,8.358070909,96
2029,METRO_FR_tours,CAND_DE_koeln,7.20616948,95
2029,METRO_FR_bethune,CAND_DE_koeln,3.683932264,93
2029,METRO_FR_valenciennes,CAND_DE_koeln,2.993791135,88
2029,METRO_FR_reims,CAND_DE_koeln,3.357977105,49
2029,METRO_FR_le_havre,CAND_DE_koeln,6.147446241,46
2029,METRO_FR_cergy_pontoise,CAND_DE_koeln,4.883272058,48
2029,METRO_FR_angers,CAND_DE_koeln,7.996059862,43
2029,METRO_IE_dublin,CAND_DE_koeln,11.25606147,340
2029,METRO_IE_cork,CAND_DE_koeln,12.8726909,49
2029,METRO_IE_dun_laoghaire,CAND_DE_koeln,11.15753055,48
2029,METRO_IT_rome,CAND_DE_koeln,13.09495605,1101
2029,METRO_IT_milan,CAND_DE_koeln,7.563482603,799
2029,METRO_IT_naples,CAND_DE_koeln,15.05334369,549
2029,METRO_IT_turin,CAND_DE_koeln,7.850460786,457
2029,METRO_IT_bergamo,CAND_DE_koeln,7.391266199,235
2029,METRO_IT_palermo,CAND_ES_madrid,17.83233085,214
2029,METRO_IT_bologna,CAND_DE_koeln,9.448575863,207
2029,METRO_IT_florence,CAND_DE_koeln,10.30110169,180
2029,METRO_IT_padova,CAND_DE_koeln,8.577366342,178
2029,METRO_IT_genoa,CAND_DE_koeln,8.8927441,169
2029,METRO_IT_busto_arsizio,CAND_DE_koeln,7.298230258,169
2029,METRO_IT_verona,CAND_DE_koeln,8.170640339,163
2029,METRO_IT_seregno,CAND_DE_koeln,7.327629657,162
2029,METRO_IT_bari,CAND_PL_lodz,14.42267955,158
2029,METRO_IT_catania,CAND_PL_lodz,19.49643607,148
2029,METRO_IT_brescia,CAND_DE_koeln,7.762886688,126
2029,METRO_IT_como,CAND_DE_koeln,7.094402571,125
2029,METRO_IT_cagliari,CAND_ES_madrid,13.22275495,121
2029,METRO_IT_latina,CAND_DE_koeln,13.76632097,119
2029,METRO_IT_taranto,CAND_PL_lodz,15.22432041,116
2029,METRO_IT_caserta,CAND_DE_koeln,14.81271006,109
2029,METRO_IT_salerno,CAND_PL_lodz,15.41417247,107
2029,METRO_IT_treviso,CAND_DE_koeln,8.447724518,98
2029,METRO_IT_pescara,CAND_DE_koeln,13.09789515,97
2029,METRO_IT_modena,CAND_DE_koeln,9.109352529,92
2029,METRO_IT_barletta,CAND_PL_lodz,14.25285389,86
2029,METRO_IT_parma,CAND_DE_koeln,8.72244551,85
2029,METRO_IT_vicenza,CAND_DE_koeln,8.263807804,85
2029,METRO_IT_nola,CAND_DE_koeln,15.07323184,83
2029,METRO_IT_lecco,CAND_DE_koeln,7.112355767,79
2029,METRO_IT_messina,CAND_PL_lodz,18.48307527,54
2029,METRO_IT_trieste,CAND_DE_koeln,9.289365506,47
2029,METRO_IT_prato,CAND_DE_koeln,10.12446358,46
2029,METRO_IT_reggio_calabria,CAND_PL_lodz,18.57282869,42
2029,METRO_PT_lisbon,CAND_ES_madrid,6.027733666,770
2029,METRO_PT_porto,CAND_ES_madrid,5.054025014,338
2029,METRO_PT_amadora,CAND_ES_madrid,6.101152503,44
2029,METRO_ES_madrid,CAND_ES_madrid,0,1727
2029,METRO_ES_barcelona,CAND_ES_madrid,6.050902118,1452
2029,METRO_ES_valencia,CAND_ES_madrid,3.628421468,212
2029,METRO_ES_zaragoza,CAND_ES_madrid,3.289352499,188
2029,METRO_ES_sevilla,CAND_ES_madrid,4.684204239,176
2029,METRO_ES_malaga,CAND_ES_madrid,4.988584825,150
2029,METRO_ES_murcia,CAND_ES_madrid,4.192990303,131
2029,METRO_ES_palma,CAND_ES_madrid,6.590363337,124
2029,METRO_ES_alicante,CAND_ES_madrid,4.320921585,97
2029,METRO_ES_las_palmas_de_gran_canaria,CAND_ES_madrid,20.86097493,96
2029,METRO_ES_bilbao,CAND_ES_madrid,3.875550517,87
2029,METRO_ES_cordoba,CAND_ES_madrid,3.546427804,89
2029,METRO_ES_vigo,CAND_ES_madrid,5.582543834,78
2029,METRO_ES_valladolid,CAND_ES_madrid,1.946304385,75
2029,METRO_ES_gijon,CAND_ES_madrid,4.593003708,70
2029,METRO_ES_eixample,CAND_ES_madrid,6.053707055,67
2029,METRO_ES_l_hospitalet_de_llobregat,CAND_ES_madrid,5.98610304,69
2029,METRO_ES_latina,CAND_DE_koeln,13.76632097,66
2029,METRO_ES_carabanchel,CAND_ES_madrid,0.040624223,64
2029,METRO_ES_a_coruna,CAND_ES_madrid,6.103723911,62
2029,METRO_ES_puente_de_vallecas,CAND_ES_madrid,0.051383776,62
2029,METRO_ES_sant_marti,CAND_ES_madrid,6.097768659,61
2029,METRO_ES_gasteiz_vitoria,CAND_ES_madrid,3.405604358,60
2029,METRO_ES_granada,CAND_ES_madrid,4.308799998,60
2029,METRO_ES_elche,CAND_ES_madrid,4.225316152,59
2029,METRO_ES_ciudad_lineal,CAND_ES_madrid,0.064457207,59
2029,METRO_ES_oviedo,CAND_ES_madrid,4.466979201,57
2029,METRO_ES_santa_cruz_de_tenerife,CAND_ES_madrid,21.04880434,57
